"Advertiser","Placement ID","Placement Name","Date","Impressions","Spend","Clicks"
"Birds Eye","10109","VMM UK - The Telegraph PC - VPAID","April 2017","137","2.47","8"
"Costa Coffee","10110","VMM UK - The Telegraph Mobile Web","April 2017","72","1.01","0"
"Mercedes UK","10110","VMM UK - The Telegraph Mobile Web","April 2017","75","1.51","1"
"Aviva","10110","VMM UK - The Telegraph Mobile Web","April 2017","1,238","18.57","2"
"Omega Pharma","10110","VMM UK - The Telegraph Mobile Web","April 2017","114","1.71","1"
"Birds Eye","10110","VMM UK - The Telegraph Mobile Web","April 2017","94","1.69","1"
"Omega Pharma","10326","VMM UK - Rubicon RTB INS M/L Player","April 2017","27","0.40","0"
"Birds Eye","10326","VMM UK - Rubicon RTB INS M/L Player","April 2017","2,803","50.45","30"
"Mercedes UK","11099","VMM UK - 90 Min","April 2017","4,339","95.46","6"
"SCA","11099","VMM UK - 90 Min","April 2017","20,952","497.92","25"
"Aviva","11197","VMM UK - Discovery Channel QuestTV PC Tag 3","April 2017","2","0.03","0"
"Costa Coffee","11233","VMM UK - Viewster Syndicated Small Player","April 2017","866","12.12","0"
"Mercedes UK","11233","VMM UK - Viewster Syndicated Small Player","April 2017","18,570","395.33","2"
"Omega Pharma","11233","VMM UK - Viewster Syndicated Small Player","April 2017","4,583","70.32","0"
"Birds Eye","11233","VMM UK - Viewster Syndicated Small Player","April 2017","44,468","800.42","0"
"Costa Coffee","11241","VMX UK - Venatus Mobile App EA Games","April 2017","128,230","1,794.53","1,501"
"Aviva","11241","VMX UK - Venatus Mobile App EA Games","April 2017","335,947","5,039.20","3,606"
"Omega Pharma","11241","VMX UK - Venatus Mobile App EA Games","April 2017","250,528","3,757.92","3,657"
"Mercedes UK","11255","VMM UK - Discoverychannel.com RON Mobile Web","April 2017","586","12.89","96"
"Mercedes UK","11288","VMX - BRX UK Medium & Large Players RON","April 2017","15,637","281.47","68"
"SCA","11288","VMX - BRX UK Medium & Large Players RON","April 2017","57","1.05","0"
"Birds Eye","11288","VMX - BRX UK Medium & Large Players RON","April 2017","429","7.72","3"
"Mercedes UK","11363","AOD UK - Perform RON Eplayer VAST","April 2017","334,339","6,749.05","303"
"Molson Coors","11363","AOD UK - Perform RON Eplayer VAST","April 2017","394,554","7,891.08","366"
"Omega Pharma","11363","AOD UK - Perform RON Eplayer VAST","April 2017","142,297","2,561.35","116"
"Birds Eye","11363","AOD UK - Perform RON Eplayer VAST","April 2017","29,484","530.71","18"
"Omega Pharma","11687","VMM UK - Wishbone PMP","April 2017","964","14.46","0"
"Birds Eye","11687","VMM UK - Wishbone PMP","April 2017","4,355","78.39","0"
"Mercedes UK","11752","VMM UK - 90 Min Mobile","April 2017","39,802","770.82","6"
"SCA","11752","VMM UK - 90 Min Mobile","April 2017","78","1.87","1"
"Birds Eye","11752","VMM UK - 90 Min Mobile","April 2017","1,974","35.53","4"
"Costa Coffee","11756","VMM UK - Snack Media NFL","April 2017","16","0.22","0"
"Omega Pharma","11756","VMM UK - Snack Media NFL","April 2017","3,745","56.17","52"
"Birds Eye","11783","VMM UK - Ladbible Mobile Fixed Price","April 2017","158","2.84","43"
"Costa Coffee","12363","VMM UK - Bloomberg Mid-Roll","April 2017","112","1.57","1"
"Aviva","12363","VMM UK - Bloomberg Mid-Roll","April 2017","6,679","100.18","6"
"Birds Eye","12363","VMM UK - Bloomberg Mid-Roll","April 2017","1,894","34.09","2"
"Costa Coffee","12477","VMM UK - SGN GTD","April 2017","12","0.17","0"
"Aviva","12477","VMM UK - SGN GTD","April 2017","23","0.34","0"
"Omega Pharma","12477","VMM UK - SGN GTD","April 2017","39","0.58","0"
"Birds Eye","12477","VMM UK - SGN GTD","April 2017","94","1.69","0"
"Mercedes UK","12797","VMM UK - Snack Media Football Fancast - Mobile Web","April 2017","381","8.38","26"
"Birds Eye","12797","VMM UK - Snack Media Football Fancast - Mobile Web","April 2017","91","1.64","6"
"Costa Coffee","12919","VMX UK - Venatus Tier 1 RON","April 2017","5,279","73.88","69"
"Mercedes UK","12919","VMX UK - Venatus Tier 1 RON","April 2017","1,725","36.35","11"
"Aviva","12919","VMX UK - Venatus Tier 1 RON","April 2017","3,706","55.59","41"
"Omega Pharma","12919","VMX UK - Venatus Tier 1 RON","April 2017","6,229","93.43","116"
"SCA","12919","VMX UK - Venatus Tier 1 RON","April 2017","57,479","1,378.15","169"
"Birds Eye","12919","VMX UK - Venatus Tier 1 RON","April 2017","112,105","2,017.89","488"
"Aviva","13767","VMM UK - Planet Knowledge GTD  - Tag 2","April 2017","3","0.04","0"
"Costa Coffee","14217","VMM UK - 65 Twenty Large GTD","April 2017","186","2.60","8"
"Aviva","14217","VMM UK - 65 Twenty Large GTD","April 2017","89","1.33","4"
"Omega Pharma","14217","VMM UK - 65 Twenty Large GTD","April 2017","166","2.50","11"
"SCA","14217","VMM UK - 65 Twenty Large GTD","April 2017","54","1.28","2"
"Birds Eye","14217","VMM UK - 65 Twenty Large GTD","April 2017","214","3.85","9"
"Costa Coffee","14235","VMM UK - Global Radio","April 2017","32","0.45","0"
"Mercedes UK","14235","VMM UK - Global Radio","April 2017","4,070","81.54","67"
"Aviva","14235","VMM UK - Global Radio","April 2017","61","0.91","0"
"Omega Pharma","14235","VMM UK - Global Radio","April 2017","50","0.75","0"
"Birds Eye","14235","VMM UK - Global Radio","April 2017","6,686","120.35","73"
"Costa Coffee","14360","VMM UK - Spotify Desktop App_RTB","April 2017","56,003","783.74","183"
"Mercedes UK","14360","VMM UK - Spotify Desktop App_RTB","April 2017","143,273","2,727.35","533"
"Aviva","14360","VMM UK - Spotify Desktop App_RTB","April 2017","75,315","1,129.72","248"
"Omega Pharma","14360","VMM UK - Spotify Desktop App_RTB","April 2017","148,824","2,232.36","498"
"Birds Eye","14360","VMM UK - Spotify Desktop App_RTB","April 2017","238,974","4,301.53","400"
"Costa Coffee","14401","VMM UK - Northern & Shell - ok.co.uk","April 2017","292","4.09","4"
"Aviva","14401","VMM UK - Northern & Shell - ok.co.uk","April 2017","14","0.21","0"
"Omega Pharma","14401","VMM UK - Northern & Shell - ok.co.uk","April 2017","86","1.29","2"
"SCA","14401","VMM UK - Northern & Shell - ok.co.uk","April 2017","997","23.93","6"
"Birds Eye","14401","VMM UK - Northern & Shell - ok.co.uk","April 2017","1,152","20.74","10"
"Costa Coffee","14631","VMM UK - Vidzone - Mobile/Tablet - 1","April 2017","20","0.28","2"
"Omega Pharma","14631","VMM UK - Vidzone - Mobile/Tablet - 1","April 2017","1","0.01","0"
"Costa Coffee","14642","VMM UK - Vungle Windows App","April 2017","28","0.39","0"
"Aviva","14642","VMM UK - Vungle Windows App","April 2017","19,551","293.26","69"
"Omega Pharma","14642","VMM UK - Vungle Windows App","April 2017","43,703","655.54","248"
"Costa Coffee","15656","VMM UK - Sports New Media - Guaranteed","April 2017","7,833","109.62","38"
"Mercedes UK","15656","VMM UK - Sports New Media - Guaranteed","April 2017","68,676","1,456.73","372"
"Aviva","15656","VMM UK - Sports New Media - Guaranteed","April 2017","8,540","128.10","50"
"Omega Pharma","15656","VMM UK - Sports New Media - Guaranteed","April 2017","27,247","408.70","141"
"SCA","15656","VMM UK - Sports New Media - Guaranteed","April 2017","6","0.14","0"
"Birds Eye","15656","VMM UK - Sports New Media - Guaranteed","April 2017","85,683","1,542.29","359"
"Aviva","16482","VMM UK - Vintage TV Mobile App","April 2017","7","0.10","0"
"Omega Pharma","16482","VMM UK - Vintage TV Mobile App","April 2017","6","0.09","0"
"Birds Eye","16482","VMM UK - Vintage TV Mobile App","April 2017","3","0.05","0"
"Mercedes UK","16821","VMM UK - Sports New Media - Mobile","April 2017","5,442","114.64","0"
"Birds Eye","16821","VMM UK - Sports New Media - Mobile","April 2017","6,384","114.91","1"
"Mercedes UK","21965","VMX UK - Viewster ROS Mobile Web VPAID JS","April 2017","7,369","155.35","40"
"Omega Pharma","21965","VMX UK - Viewster ROS Mobile Web VPAID JS","April 2017","105","1.57","0"
"Birds Eye","21965","VMX UK - Viewster ROS Mobile Web VPAID JS","April 2017","3,724","67.03","10"
"Mercedes UK","22132","VMM UK - Spot Xchange - ESI","April 2017","47","1.03","1"
"Birds Eye","22132","VMM UK - Spot Xchange - ESI","April 2017","409","7.36","4"
"Mercedes UK","22964","VMM UK - View TV - Only Motors - GTD VAST 2 Linear test","April 2017","35","0.77","0"
"Aviva","22999","VMM UK - EA Apps - Third Presence","April 2017","12,453","186.79","650"
"Omega Pharma","22999","VMM UK - EA Apps - Third Presence","April 2017","28,225","423.37","1,105"
"Birds Eye","22999","VMM UK - EA Apps - Third Presence","April 2017","1,402,420","25,243.55","62,492"
"RBS","23000","AOD UK - Zenith - Teads Deal ID - Natwest Q4 2016","April 2017","100,528","2,513.20","247"
"Mercedes UK","24749","VMM UK - Minute Media Audience Extension","April 2017","10,825","229.49","8"
"Omega Pharma","24749","VMM UK - Minute Media Audience Extension","April 2017","1","0.01","0"
"SCA","24749","VMM UK - Minute Media Audience Extension","April 2017","717","17.21","1"
"Birds Eye","24749","VMM UK - Minute Media Audience Extension","April 2017","110,639","1,991.50","71"
"Aviva","25431","VMM UK - Gaming Apps - Third Presence","April 2017","20,327","304.90","1,567"
"Omega Pharma","25431","VMM UK - Gaming Apps - Third Presence","April 2017","17,959","269.38","445"
"Birds Eye","25431","VMM UK - Gaming Apps - Third Presence","April 2017","238,618","4,295.12","2,287"
"RBS","25614","Vivaki UK - NatWest Deal ID - LoopMe-VO-NatWest-PR-23-20160315-00000","April 2017","121,886","3,047.08","9,307"
"RBS","25616","Vivaki UK - NatWest Deal ID - LoopMe-VO-NatWest-Native-13-20161129-00000","April 2017","41,870","1,046.75","145"
"Mercedes UK","26163","VMM UK - Spotify Mobile","April 2017","2,905","61.93","70"
"Aviva","26163","VMM UK - Spotify Mobile","April 2017","309","4.63","11"
"Omega Pharma","26163","VMM UK - Spotify Mobile","April 2017","161","2.41","4"
"Birds Eye","26163","VMM UK - Spotify Mobile","April 2017","553","9.95","11"
"Costa Coffee","26458","AOD UK - Zenith - Teads - Aviva - Adults 25-54_Jan-17","April 2017","45,421","1,112.81","102"
"Aviva","26458","AOD UK - Zenith - Teads - Aviva - Adults 25-54_Jan-17","April 2017","214,297","5,357.43","586"
"Omega Pharma","27682","Vivaki UK - C4 FF - Omega Pharma 20"" - Yokebe - Feb/Mar","April 2017","146,776","3,601.88","200"
"Omega Pharma","27751","AOD - Broadcaster Match Buy - Channel 4 - Omega Pharma - XLS 40""","April 2017","156,926","6,025.96","306"
"Mercedes UK","29771","VMM UK - Bloomberg Mid-Roll 2","April 2017","11,480","247.67","11"
"Birds Eye","29771","VMM UK - Bloomberg Mid-Roll 2","April 2017","25,176","453.17","6"
"Birds Eye","29772","VMM UK - Bloomberg Mid-Roll 3","April 2017","1,931","34.76","0"
"Mercedes UK","29773","VMM UK - Bloomberg Mid-Roll 4","April 2017","2,192","48.22","1"
"Omega Pharma","29835","Vivaki UK - C4 FF - Omega 30"" - Solpadeine - Feb 2017_correct","April 2017","101,850","2,940.41","232"
"Birds Eye","29898","VMM UK - Pretty 52 Mobile Fixed Price","April 2017","162","2.92","50"
"Birds Eye","30020","VMM UK - Sportbible Mobile Fixed Price","April 2017","1,927","34.69","536"
"SCA","30021","O-QCCS_2017_SCA_TENA Velvet_C4 VOD_Feb Mar_20""","April 2017","233,750","7,310.56","234"
"Costa Coffee","30160","Vivaki UK - Aviva Deal ID - LoopMe Pre-Roll 30""_Ads 25-54 - Biddable","April 2017","154,087","3,775.13","1,928"
"Aviva","30160","Vivaki UK - Aviva Deal ID - LoopMe Pre-Roll 30""_Ads 25-54 - Biddable","April 2017","186,503","4,662.58","2,572"
"Mercedes UK","30290","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes E-Class March 2017","April 2017","721,571","23,523.21","2,560"
"Molson Coors","30292","Vivaki UK - C4 FF - Molson Coors 30"" - Coors Light - March June 2017","April 2017","749,953","31,370.53","3,293"
"Aviva","30322","Vivaki UK - C4 FF - Advertiser 20"" -  Aviva_UKDI Car_Mar 17","April 2017","229,628","5,635.07","317"
"Molson Coors","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","April 2017","44","1.19","0"
"Omega Pharma","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","April 2017","5","0.07","0"
"Omega Pharma","30681","BT Video Private Auction","April 2017","4,007","60.10","108"
"Coty","30808","AOD - Broadcaster Match Buy - Channel 4 - 20"" COTY - Rimmel_Volume Shake_2017 Mar Apr","April 2017","364,332","8,940.71","548"
"Molson Coors","30828","BT Sport_video_PD_ Molson Coors_Zenith","April 2017","7,876","220.53","355"
"Molson Coors","30829","AOD UK - Adx ESPN PMP Molson Coors","April 2017","2,404","62.50","90"
"Omega Pharma","30829","AOD UK - Adx ESPN PMP Molson Coors","April 2017","751","11.26","7"
"Molson Coors","30830","VMM UK - Ladbible Zenith PMP","April 2017","102,843","4,113.72","34,135"
"SCA","30842","VMM UK - View TV - Only Motors 1","April 2017","4","0.10","0"
"Birds Eye","30842","VMM UK - View TV - Only Motors 1","April 2017","2","0.04","0"
"SCA","30844","VMM UK - View TV - Only Motors 3","April 2017","1","0.02","0"
"Birds Eye","30844","VMM UK - View TV - Only Motors 3","April 2017","1","0.02","0"
"Birds Eye","30887","Vivaki UK - C4 FF - Birds Eye 20"" - Coated Fish - Mar 2017_correct","April 2017","703,028","17,252.31","862"
"Coty","30937","AOD - Broadcaster Match Buy - Channel 4 - 20"" Coty - Bourjois_Mar/Apr","April 2017","761,435","18,685.61","1,258"
"Omega Pharma","31103","Vivaki UK - C4 FF - Omega Yokebe - 30"" - Jan-Apr 2017","April 2017","303,073","8,749.72","578"
"Mercedes UK","31144","VMM UK - View TV - DAI Linear 2","April 2017","17","0.37","0"
"Mercedes UK","31145","VMM UK - View TV - DAI Linear 3","April 2017","5","0.11","0"
"Birds Eye","31146","VMM UK - Snack Media NFL - Mobile App","April 2017","1,255","22.59","21"
"John Frieda","31161","Vivaki UK - Channel 4 - John Frieda 20"" – O-R3H5-R0 Sheer Blonde – Demo","April 2017","177,382","6,144.51","240"
"John Frieda","31162","Vivaki UK - Channel 4 - John Frieda 20"" – O-R3H5-R0 Sheer Blonde – Beautiful people","April 2017","75,947","2,630.80","74"
"John Frieda","31163","Vivaki UK - Channel 4 - John Frieda 20"" – O-R3H5-R0 Sheer Blonde –Fashionistas","April 2017","75,675","2,621.38","74"
"John Frieda","31164","Vivaki UK - Channel 4 - John Frieda 20"" – O-R3HO Sheer Blonde – Women 18-34","April 2017","198,453","7,271.32","266"
"John Frieda","31165","Vivaki UK - Channel 4 - John Frieda 20"" – O-R3HO Sheer Blonde – Lifestyle","April 2017","381,341","9,358.11","956"
"John Frieda","31166","Vivaki UK - Channel 4 - John Frieda 20"" – O-R3HO Sheer Blonde – Beautiful people","April 2017","66,154","2,423.88","72"
"John Frieda","31167","Vivaki UK - Channel 4 - John Frieda 20"" – O-R3HO Sheer Blonde –Fashionistas","April 2017","65,965","2,416.96","69"
"AEG","31287","Vivaki UK - C4 FF - AEG 30"" - AEG - Apr 2017","April 2017","1,001,403","28,910.50","1,962"
"Birds Eye","31288","Vivaki UK - C4 FF - Birds Eye 20"" - Peas - Apr 2017","April 2017","706,697","17,342.34","879"
"Birds Eye","31289","Vivaki UK - C4 FF - Birds Eye 20"" - Poultry - Apr 2017","April 2017","1,130,465","27,741.61","1,513"
"Mercedes UK","31406","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes Smart April 2017","April 2017","409,618","11,825.67","863"
"Toyota","31453","Vivaki UK - C4 FF - Toyota 30"" - Toyota C-HR__April","April 2017","930,995","26,877.83","3,027"
"Toyota","31454","Vivaki UK - C4 FF - Toyota 30"" - Toyota C-HR__April 16-34 Adults","April 2017","622,090","17,959.74","1,890"
"Mercedes UK","31470","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes  C-Class - April 2017","April 2017","724,156","20,906.38","1,665"
"Lexus","31471","Vivaki UK - C4 FF - Lexus 30"" -  Lexus RX April 2017","April 2017","1,250,028","36,088.31","4,095"
"Mercedes UK","31491","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes - AUC April 2017 ABC1","April 2017","676,476","19,529.86","2,162"
"Mercedes UK","31492","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes - AUC April 2017 16-54","April 2017","890,760","25,716.24","2,649"
"SCA","31549","VMM UK - Sports New Media - VPAID JS","April 2017","18","0.32","0"
"E One","31623","Vivaki UK - C4 FF - eOne 20"" - The Promise_Women 35+ V2","April 2017","288,989","11,782.08","763"
"E One","31624","Vivaki UK - C4 FF - eOne 20"" - The Promise_Women","April 2017","405,715","16,541.00","811"
"E One","31625","Vivaki UK - C4 FF - eOne 20"" - The Promise","April 2017","477,548","13,786.81","1,138"
"Coty","31673","AOD - C4 FF - Advertiser 10"" -  Rimmel Wake Me Up 2017 April","April 2017","783,675","11,308.43","599"
"Birds Eye","31714","VMM UK - Ladbible Mobile Fixed Price VAST","April 2017","873","15.71","1"
"E One","31721","AOD - Broadcaster Match Buy - Channel 4 - 20"" eOne A Dog's Purpose Theatrical","April 2017","477,779","11,734.25","596"
"SCA","31722","VMM UK - Time Inc. Syndicated - VPAID JS","April 2017","333","5.99","0"
"Birds Eye","31722","VMM UK - Time Inc. Syndicated - VPAID JS","April 2017","25","0.45","0"
"SCA","31774","AOD - Channel 4 - Advertiser 30"" -  SCA TENA PADS - 2017 April Sep","April 2017","72,446","2,691.37","116"
"Mercedes UK","31876","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes GLA April 2017 - ABC1","April 2017","359,977","11,735.25","1,330"
"Mercedes UK","31877","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes GLA April 2017 - 16-34 Adults","April 2017","360,348","11,747.34","1,296"
"Mercedes UK","31893","VMM UK - Time Inc Syndicated - Vast","April 2017","151","2.72","0"
"Aviva","31893","VMM UK - Time Inc Syndicated - Vast","April 2017","7","0.10","0"
"Omega Pharma","31893","VMM UK - Time Inc Syndicated - Vast","April 2017","5","0.07","0"
"SCA","31893","VMM UK - Time Inc Syndicated - Vast","April 2017","103","1.99","0"
"Birds Eye","31893","VMM UK - Time Inc Syndicated - Vast","April 2017","72","1.30","0"
"E One","31899","2017_eOne_Sleepless_Channel 4_20""","April 2017","436,529","11,275.54","3,339"
"E One","31900","2017_eOne_Sleepless_Channel 4_30""","April 2017","300,120","9,120.65","948"
"SCA","31922","AOD - Channel 4 - Advertiser 20"" - SCA TENA PADS - 2017 April Sep","April 2017","54,527","2,025.68","62"
"E One","32101","Vivaki UK - C4 FF - eOne 30"" - eOne Miss Sloane","April 2017","23,673","719.42","36"
"E One","32155","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda Luxurious Volume Women 35+","April 2017","64,702","2,359.68","131"
"E One","32156","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda Luxurious Volume Lifestyle","April 2017","66,911","1,728.31","98"
