"Advertiser","Placement ID","Placement Name","Date","Impressions","Spend","Clicks"
"Molson Coors","4461","VMX UK - Digiteka","May 2016","8,843","167.14","40"
"Molson Coors","4461","VMX UK - Digiteka","June 2016","29,770","545.08","155"
"Molson Coors","4461","VMX UK - Digiteka","July 2016","42,231","797.19","117"
"Molson Coors","4461","VMX UK - Digiteka","August 2016","79,338","1,527.20","259"
"Molson Coors","4461","VMX UK - Digiteka","September 2016","73,034","1,507.21","203"
"Molson Coors","4461","VMX UK - Digiteka","October 2016","13,421","276.63","125"
"Molson Coors","4461","VMX UK - Digiteka","November 2016","55,872","1,110.86","497"
"Molson Coors","4461","VMX UK - Digiteka","December 2016","64","1.22","0"
"Lexus","4461","VMX UK - Digiteka","August 2016","5,442","125.17","1"
"Lexus","4461","VMX UK - Digiteka","September 2016","22,892","526.52","40"
"E One","4461","VMX UK - Digiteka","July 2016","5,644","129.81","15"
"E One","4461","VMX UK - Digiteka","September 2016","33,856","849.13","114"
"E One","4461","VMX UK - Digiteka","October 2016","10,518","262.99","33"
"E One","4461","VMX UK - Digiteka","November 2016","28,371","669.46","92"
"Aviva","4461","VMX UK - Digiteka","May 2016","1,951","29.26","3"
"Aviva","4461","VMX UK - Digiteka","June 2016","101","1.51","1"
"Aviva","4461","VMX UK - Digiteka","August 2016","31,285","469.27","31"
"Aviva","4461","VMX UK - Digiteka","September 2016","606","9.09","0"
"Aviva","4461","VMX UK - Digiteka","October 2016","10,297","236.62","90"
"Aviva","4461","VMX UK - Digiteka","November 2016","27,480","632.04","247"
"Omega Pharma","4461","VMX UK - Digiteka","May 2016","4,814","77.13","17"
"Omega Pharma","4461","VMX UK - Digiteka","June 2016","3,429","54.88","18"
"Omega Pharma","4461","VMX UK - Digiteka","July 2016","26,976","434.54","53"
"Omega Pharma","4461","VMX UK - Digiteka","August 2016","51,888","840.17","88"
"Omega Pharma","4461","VMX UK - Digiteka","September 2016","11,824","191.34","12"
"Omega Pharma","4461","VMX UK - Digiteka","October 2016","492","8.13","1"
"Omega Pharma","4461","VMX UK - Digiteka","November 2016","4,637","74.86","30"
"SCA","4461","VMX UK - Digiteka","May 2016","2,665","47.97","4"
"Vemedia","4461","VMX UK - Digiteka","May 2016","978","14.67","4"
"Birds Eye","4461","VMX UK - Digiteka","September 2016","10,372","165.95","14"
"Birds Eye","4461","VMX UK - Digiteka","October 2016","2,787","44.59","17"
"Birds Eye","4461","VMX UK - Digiteka","November 2016","29,032","464.51","117"
"Birds Eye","4461","VMX UK - Digiteka","December 2016","5,490","87.84","20"
"RBS","4469","VMM UK - Vidzone 4 - Playstation","November 2016","30","0.75","0"
"RBS","4469","VMM UK - Vidzone 4 - Playstation","December 2016","2","0.05","0"
"Costa Coffee","4469","VMM UK - Vidzone 4 - Playstation","October 2016","1","0.02","0"
"Molson Coors","4469","VMM UK - Vidzone 4 - Playstation","November 2016","33","0.63","0"
"Omega Pharma","4469","VMM UK - Vidzone 4 - Playstation","September 2016","235","3.76","0"
"Birds Eye","4469","VMM UK - Vidzone 4 - Playstation","November 2016","8","0.13","0"
"Birds Eye","4469","VMM UK - Vidzone 4 - Playstation","December 2016","2","0.03","0"
"RBS","4470","VMM UK - Vidzone 1 - Playstation","October 2016","1","0.03","0"
"RBS","4470","VMM UK - Vidzone 1 - Playstation","November 2016","8","0.19","0"
"Toyota","4470","VMM UK - Vidzone 1 - Playstation","May 2016","5,359","148.07","0"
"Toyota","4470","VMM UK - Vidzone 1 - Playstation","June 2016","3,168","87.53","0"
"Molson Coors","4470","VMM UK - Vidzone 1 - Playstation","May 2016","9,886","185.40","10"
"Molson Coors","4470","VMM UK - Vidzone 1 - Playstation","June 2016","24,975","457.76","19"
"Molson Coors","4470","VMM UK - Vidzone 1 - Playstation","July 2016","3,410","63.46","4"
"Molson Coors","4470","VMM UK - Vidzone 1 - Playstation","August 2016","285","5.41","0"
"Molson Coors","4470","VMM UK - Vidzone 1 - Playstation","September 2016","537","10.20","0"
"Molson Coors","4470","VMM UK - Vidzone 1 - Playstation","October 2016","62","1.18","0"
"Omega Pharma","4470","VMM UK - Vidzone 1 - Playstation","September 2016","22","0.35","0"
"Omega Pharma","4470","VMM UK - Vidzone 1 - Playstation","November 2016","5","0.08","0"
"RBS","4471","VMM UK - Vidzone 2 - Playstation","May 2016","845","17.88","1"
"RBS","4471","VMM UK - Vidzone 2 - Playstation","June 2016","569","12.07","0"
"RBS","4471","VMM UK - Vidzone 2 - Playstation","July 2016","162","3.73","0"
"RBS","4471","VMM UK - Vidzone 2 - Playstation","September 2016","5","0.11","0"
"RBS","4471","VMM UK - Vidzone 2 - Playstation","October 2016","270","5.87","0"
"RBS","4471","VMM UK - Vidzone 2 - Playstation","November 2016","1,249","26.71","6"
"Costa Coffee","4471","VMM UK - Vidzone 2 - Playstation","October 2016","1","0.02","0"
"Aviva","4471","VMM UK - Vidzone 2 - Playstation","May 2016","8","0.12","0"
"Aviva","4471","VMM UK - Vidzone 2 - Playstation","June 2016","24","0.36","0"
"Aviva","4471","VMM UK - Vidzone 2 - Playstation","August 2016","173","2.59","0"
"Aviva","4471","VMM UK - Vidzone 2 - Playstation","September 2016","31","0.47","0"
"Aviva","4471","VMM UK - Vidzone 2 - Playstation","October 2016","173","3.88","0"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","May 2016","140","2.24","0"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","June 2016","50","0.78","0"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","July 2016","58","0.94","0"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","August 2016","130","2.09","0"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","September 2016","66","1.06","0"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","October 2016","139","2.22","1"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","November 2016","18","0.29","1"
"SCA","4471","VMM UK - Vidzone 2 - Playstation","May 2016","400","7.20","0"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","May 2016","18,872","301.95","2"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","June 2016","21,651","346.42","5"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","July 2016","6,080","97.28","2"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","August 2016","583","9.35","0"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","September 2016","660","10.57","1"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","November 2016","17","0.27","0"
"Birds Eye","4473","VMM UK - Vidzone 3 - Playstation","September 2016","433","6.93","0"
"Birds Eye","4473","VMM UK - Vidzone 3 - Playstation","October 2016","175","2.80","1"
"RBS","4524","VMX UK - Sports New Media","May 2016","28,082","595.49","366"
"RBS","4524","VMX UK - Sports New Media","June 2016","2,137","45.37","23"
"RBS","4524","VMX UK - Sports New Media","July 2016","441","10.14","10"
"Mercedes UK","4524","VMX UK - Sports New Media","May 2016","123,487","2,246.53","1,640"
"Mercedes UK","4524","VMX UK - Sports New Media","June 2016","22,908","423.87","151"
"Mercedes UK","4524","VMX UK - Sports New Media","July 2016","17,118","314.57","355"
"Toyota","4524","VMX UK - Sports New Media","May 2016","123,680","3,153.11","2,328"
"Toyota","4524","VMX UK - Sports New Media","June 2016","75,849","1,912.36","741"
"Molson Coors","4524","VMX UK - Sports New Media","May 2016","235,277","4,422.73","2,880"
"Molson Coors","4524","VMX UK - Sports New Media","June 2016","168,622","3,119.48","1,908"
"Molson Coors","4524","VMX UK - Sports New Media","July 2016","12,116","219.56","239"
"Sanofi Aventis","4524","VMX UK - Sports New Media","May 2016","75,893","1,138.39","1,123"
"Sanofi Aventis","4524","VMX UK - Sports New Media","June 2016","18,951","284.26","270"
"Aviva","4524","VMX UK - Sports New Media","May 2016","10,916","163.74","12"
"Aviva","4524","VMX UK - Sports New Media","June 2016","330","4.95","4"
"Omega Pharma","4524","VMX UK - Sports New Media","May 2016","31,172","525.37","334"
"Omega Pharma","4524","VMX UK - Sports New Media","June 2016","15,173","256.51","123"
"Omega Pharma","4524","VMX UK - Sports New Media","July 2016","636","10.23","12"
"Vemedia","4524","VMX UK - Sports New Media","May 2016","24,482","367.23","191"
"RBS","4822","AOD UK - Adx Non YT","May 2016","202,642","4,289.69","202"
"RBS","4822","AOD UK - Adx Non YT","June 2016","43,878","926.52","67"
"RBS","4822","AOD UK - Adx Non YT","July 2016","91,175","2,097.03","137"
"RBS","4822","AOD UK - Adx Non YT","September 2016","4,800","105.03","7"
"RBS","4822","AOD UK - Adx Non YT","October 2016","128,474","2,707.33","390"
"RBS","4822","AOD UK - Adx Non YT","November 2016","70,195","1,474.10","188"
"Costa Coffee","4822","AOD UK - Adx Non YT","October 2016","176,173","2,818.77","486"
"Mercedes UK","4822","AOD UK - Adx Non YT","May 2016","782,310","14,432.76","459"
"Mercedes UK","4822","AOD UK - Adx Non YT","June 2016","964,141","17,796.49","424"
"Mercedes UK","4822","AOD UK - Adx Non YT","July 2016","1,504,540","27,619.14","696"
"Mercedes UK","4822","AOD UK - Adx Non YT","August 2016","606,132","11,113.91","673"
"Mercedes UK","4822","AOD UK - Adx Non YT","September 2016","109,777","2,174.01","258"
"Mercedes UK","4822","AOD UK - Adx Non YT","October 2016","685,440","12,685.68","1,044"
"Mercedes UK","4822","AOD UK - Adx Non YT","November 2016","287,077","6,133.61","425"
"Mercedes UK","4822","AOD UK - Adx Non YT","December 2016","150,799","3,317.58","185"
"Toyota","4822","AOD UK - Adx Non YT","May 2016","16,127","411.12","74"
"Toyota","4822","AOD UK - Adx Non YT","June 2016","96,296","2,425.18","247"
"Molson Coors","4822","AOD UK - Adx Non YT","October 2016","3","0.07","0"
"Molson Coors","4822","AOD UK - Adx Non YT","November 2016","1","0.02","0"
"Sanofi Aventis","4822","AOD UK - Adx Non YT","May 2016","79,336","1,190.04","190"
"Sanofi Aventis","4822","AOD UK - Adx Non YT","June 2016","1,599","23.98","15"
"Lexus","4822","AOD UK - Adx Non YT","August 2016","17","0.39","12"
"Lexus","4822","AOD UK - Adx Non YT","September 2016","42","0.97","22"
"Aviva","4822","AOD UK - Adx Non YT","May 2016","270,627","4,059.40","1"
"Aviva","4822","AOD UK - Adx Non YT","June 2016","2,791","41.86","3"
"Aviva","4822","AOD UK - Adx Non YT","August 2016","80,491","1,207.36","92"
"Aviva","4822","AOD UK - Adx Non YT","September 2016","26,137","392.05","33"
"Aviva","4822","AOD UK - Adx Non YT","October 2016","522,255","11,882.43","1,224"
"Aviva","4822","AOD UK - Adx Non YT","November 2016","146,500","3,369.50","334"
"Omega Pharma","4822","AOD UK - Adx Non YT","May 2016","115,226","1,951.95","109"
"Omega Pharma","4822","AOD UK - Adx Non YT","June 2016","133,126","2,318.09","172"
"Omega Pharma","4822","AOD UK - Adx Non YT","July 2016","101,087","1,718.22","137"
"Omega Pharma","4822","AOD UK - Adx Non YT","August 2016","76,525","1,284.44","160"
"Omega Pharma","4822","AOD UK - Adx Non YT","September 2016","4,867","79.21","39"
"Omega Pharma","4822","AOD UK - Adx Non YT","October 2016","156","2.56","68"
"Omega Pharma","4822","AOD UK - Adx Non YT","November 2016","82","1.36","37"
"SCA","4822","AOD UK - Adx Non YT","May 2016","256,566","4,618.19","55"
"Birds Eye","4822","AOD UK - Adx Non YT","October 2016","143,466","2,295.46","194"
"Birds Eye","4822","AOD UK - Adx Non YT","November 2016","704,004","11,264.06","891"
"Birds Eye","4822","AOD UK - Adx Non YT","December 2016","279,881","4,478.10","296"
"RBS","5136","VMX UK - Rightster Female","May 2016","21","0.46","0"
"Mercedes UK","5136","VMX UK - Rightster Female","May 2016","489","8.86","6"
"Mercedes UK","5136","VMX UK - Rightster Female","June 2016","125","2.29","0"
"Toyota","5136","VMX UK - Rightster Female","June 2016","2","0.05","0"
"Molson Coors","5136","VMX UK - Rightster Female","May 2016","188","3.55","1"
"Molson Coors","5136","VMX UK - Rightster Female","June 2016","4,063","73.79","37"
"Sanofi Aventis","5136","VMX UK - Rightster Female","June 2016","1","0.01","0"
"Aviva","5136","VMX UK - Rightster Female","May 2016","89","1.33","0"
"Aviva","5136","VMX UK - Rightster Female","June 2016","3","0.04","0"
"Omega Pharma","5136","VMX UK - Rightster Female","May 2016","23","0.37","0"
"Omega Pharma","5136","VMX UK - Rightster Female","June 2016","50","0.84","0"
"SCA","5136","VMX UK - Rightster Female","May 2016","13","0.23","0"
"RBS","5169","AOD UK - Adx BT Preferred Deal","May 2016","103","2.20","0"
"RBS","5169","AOD UK - Adx BT Preferred Deal","June 2016","4","0.08","1"
"RBS","5169","AOD UK - Adx BT Preferred Deal","July 2016","20","0.46","0"
"RBS","5169","AOD UK - Adx BT Preferred Deal","September 2016","1","0.03","0"
"RBS","5169","AOD UK - Adx BT Preferred Deal","October 2016","69","1.51","1"
"RBS","5169","AOD UK - Adx BT Preferred Deal","November 2016","63","1.36","3"
"RBS","5169","AOD UK - Adx BT Preferred Deal","December 2016","12","0.26","0"
"Costa Coffee","5169","AOD UK - Adx BT Preferred Deal","October 2016","21","0.34","0"
"Toyota","5169","AOD UK - Adx BT Preferred Deal","May 2016","1","0.03","0"
"Toyota","5169","AOD UK - Adx BT Preferred Deal","June 2016","4","0.10","0"
"Molson Coors","5169","AOD UK - Adx BT Preferred Deal","October 2016","3","0.07","0"
"Molson Coors","5169","AOD UK - Adx BT Preferred Deal","November 2016","1","0.02","0"
"Sanofi Aventis","5169","AOD UK - Adx BT Preferred Deal","May 2016","44","0.66","0"
"Sanofi Aventis","5169","AOD UK - Adx BT Preferred Deal","June 2016","1","0.01","0"
"Lexus","5169","AOD UK - Adx BT Preferred Deal","August 2016","7","0.16","0"
"Lexus","5169","AOD UK - Adx BT Preferred Deal","September 2016","18","0.41","0"
"Aviva","5169","AOD UK - Adx BT Preferred Deal","May 2016","663","9.94","0"
"Aviva","5169","AOD UK - Adx BT Preferred Deal","June 2016","1","0.01","0"
"Aviva","5169","AOD UK - Adx BT Preferred Deal","October 2016","1,223","28.13","29"
"Aviva","5169","AOD UK - Adx BT Preferred Deal","November 2016","125","2.88","5"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","May 2016","93","1.55","0"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","June 2016","5","0.08","1"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","July 2016","16","0.26","0"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","August 2016","416","7.05","0"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","September 2016","1","0.02","0"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","October 2016","24","0.40","0"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","November 2016","33","0.55","0"
"SCA","5169","AOD UK - Adx BT Preferred Deal","May 2016","32","0.58","0"
"Birds Eye","5169","AOD UK - Adx BT Preferred Deal","November 2016","49","0.78","2"
"Birds Eye","5169","AOD UK - Adx BT Preferred Deal","December 2016","13","0.21","0"
"Aviva","6019","VMX UK - Snack Media Sports Network","September 2016","17","0.25","0"
"RBS","6076","VMX UK - Spot Xchange Hearst PMP","November 2016","6","0.13","0"
"Mercedes UK","6076","VMX UK - Spot Xchange Hearst PMP","May 2016","7","0.13","0"
