impression_date,advertiser_name,deal_id,deal_name,Impressions,Clicks,Currency, Cost 
2017_07_17,SCA_UK_Zenith,Unknown,Unknown,142135,156,GBP,£369.83
2017_07_17,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,1,0,GBP,£0.00
2017_07_19,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,16,0,GBP,£0.06
2017_07_20,SCA_UK_Zenith,Unknown,Unknown,175143,207,GBP,£379.15
2017_07_22,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,30,0,GBP,£0.11
2017_07_23,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,1624,5,GBP,£8.79
2017_07_25,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,3,0,GBP,£0.01
2017_07_26,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,4844,22,GBP,£26.31
2017_07_27,SCA_UK_Zenith,svn_FOOD,Foodies,3,0,GBP,£0.02
2017_07_28,SCA_UK_Zenith,Unknown,Unknown,266313,311,GBP,£910.17
2017_07_28,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,2,0,GBP,£0.01
2017_07_28,SCA_UK_Zenith,svn_PETS,Pet Lovers,3,0,GBP,£0.02
2017_07_28,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,1,0,GBP,£0.00
2017_07_30,SCA_UK_Zenith,svn_FOOD,Foodies,10,0,GBP,£0.05
2017_07_31,SCA_UK_Zenith,Unknown,Unknown,335115,313,GBP,"£1,016.02"
2017_07_31,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,15,0,GBP,£0.08
2017_07_31,SCA_UK_Zenith,svn_PETS,Pet Lovers,1,0,GBP,£0.00
2017_07_31,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,5,0,GBP,£0.03
2017_07_04,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,1,0,GBP,£0.00
2017_07_05,Merial_UK_Zenith,2.30937E+17,Gumtree_UK_Audience_Pets_IAB,28134,11,GBP,£111.04
2017_07_06,Merial_UK_Zenith,2.30937E+17,Gumtree_UK_Audience_Pets_970x250,322,1,GBP,£2.25
2017_07_07,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,3,0,GBP,£0.01
2017_07_07,SCA_UK_Zenith,Unknown,Unknown,62336,38,GBP,£136.38
2017_07_08,Merial_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,2,0,GBP,£0.00
2017_07_08,Merial_UK_Zenith,Unknown,Unknown,197565,292,GBP,£339.14
2017_07_10,SCA_UK_Zenith,Unknown,Unknown,88039,57,GBP,£168.60
2017_07_10,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,1,0,GBP,£0.00
2017_07_11,Merial_UK_Zenith,Unknown,Unknown,173369,237,GBP,£325.50
2017_07_11,SCA_UK_Zenith,svn_NEWS,Newshounds,1,0,GBP,£0.00
2017_07_15,SCA_UK_Zenith,svn_FOOD,Foodies,1,0,GBP,£0.00
2017_07_18,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,23,0,GBP,£0.07
2017_07_18,SCA_UK_Zenith,Unknown,Unknown,196766,219,GBP,£442.31
2017_07_19,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,1,0,GBP,£0.00
2017_07_21,SCA_UK_Zenith,Unknown,Unknown,90515,158,GBP,£283.33
2017_07_21,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,1,0,GBP,£0.01
2017_07_22,SCA_UK_Zenith,svn_STYLE,Fashionistas,1,0,GBP,£0.01
2017_07_24,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,1208,3,GBP,£6.55
2017_07_25,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,5061,20,GBP,£27.46
2017_07_26,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,1,0,GBP,£0.00
2017_07_26,SCA_UK_Zenith,svn_FOOD,Foodies,1,0,GBP,£0.01
2017_07_27,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,2,0,GBP,£0.01
2017_07_27,SCA_UK_Zenith,svn_HEALTH,Health Gurus,3,0,GBP,£0.02
2017_07_29,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,39,0,GBP,£0.16
2017_07_29,SCA_UK_Zenith,Unknown,Unknown,325971,326,GBP,£945.66
2017_07_29,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,4,0,GBP,£0.02
2017_07_29,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,2,0,GBP,£0.01
2017_07_29,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,1,0,GBP,£0.00
2017_07_29,SCA_UK_Zenith,svn_TECH,Gadget Fans,4,0,GBP,£0.02
2017_07_30,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.00
2017_07_30,SCA_UK_Zenith,svn_HEALTH,Health Gurus,9,0,GBP,£0.04
2017_07_04,Merial_UK_Zenith,2.30937E+17,Gumtree_UK_Audience_Pets_IAB,28283,10,GBP,£111.26
2017_07_05,Merial_UK_Zenith,2.30937E+17,Gumtree_UK_Audience_Pets_970x250,337,0,GBP,£2.36
2017_07_06,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,5,0,GBP,£0.02
2017_07_07,Merial_UK_Zenith,Unknown,Unknown,205446,276,GBP,£334.52
2017_07_07,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,1,0,GBP,£0.00
2017_07_08,SCA_UK_Zenith,Unknown,Unknown,59937,38,GBP,£135.04
2017_07_09,Merial_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,2,0,GBP,£0.00
2017_07_10,Merial_UK_Zenith,Unknown,Unknown,172627,247,GBP,£324.65
2017_07_11,SCA_UK_Zenith,Unknown,Unknown,88184,47,GBP,£168.74
2017_07_12,SCA_UK_Zenith,svn_NEWS,Newshounds,1,0,GBP,£0.00
2017_07_16,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,1,0,GBP,£0.00
2017_07_17,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,25,0,GBP,£0.08
2017_07_19,SCA_UK_Zenith,Unknown,Unknown,191168,184,GBP,£422.10
2017_07_19,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,1,0,GBP,£0.00
2017_07_19,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,3,0,GBP,£0.02
2017_07_20,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,21,0,GBP,£0.06
2017_07_20,SCA_UK_Zenith,svn_HEALTH,Health Gurus,1,0,GBP,£0.00
2017_07_22,SCA_UK_Zenith,Unknown,Unknown,84330,149,GBP,£269.14
2017_07_22,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,1,0,GBP,£0.00
2017_07_24,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,4559,18,GBP,£24.74
2017_07_25,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,854,0,GBP,£4.63
2017_07_27,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,4,0,GBP,£0.02
2017_07_27,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,4,0,GBP,£0.02
2017_07_28,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,32,0,GBP,£0.12
2017_07_28,SCA_UK_Zenith,svn_TECH,Gadget Fans,1,0,GBP,£0.01
2017_07_29,SCA_UK_Zenith,svn_STYLE,Fashionistas,2,0,GBP,£0.01
2017_07_30,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,37,1,GBP,£0.18
2017_07_30,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,8,0,GBP,£0.05
2017_07_31,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,67,0,GBP,£0.26
2017_07_31,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,173,2,GBP,£1.86
2017_07_31,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,2,0,GBP,£0.01
2017_07_31,SCA_UK_Zenith,svn_FAMILY,Family Matters,1,0,GBP,£0.01
2017_07_31,SCA_UK_Zenith,svn_HEALTH,Health Gurus,10,0,GBP,£0.05
2017_07_31,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,2,0,GBP,£0.01
2017_07_31,SCA_UK_Zenith,svn_TECH,Gadget Fans,10,0,GBP,£0.06
2017_07_02,Merial_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,1,0,GBP,£0.00
2017_07_03,Merial_UK_Zenith,2.30937E+17,Gumtree_UK_Audience_Pets_IAB,33499,9,GBP,£132.35
2017_07_04,Merial_UK_Zenith,2.30937E+17,Gumtree_UK_Audience_Pets_970x250,318,0,GBP,£2.22
2017_07_05,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,4,0,GBP,£0.01
2017_07_06,Merial_UK_Zenith,Unknown,Unknown,202758,274,GBP,£340.83
2017_07_06,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,1,0,GBP,£0.00
2017_07_09,SCA_UK_Zenith,Unknown,Unknown,66324,35,GBP,£142.41
2017_07_10,SCA_UK_Zenith,svn_HEALTH,Health Gurus,1,0,GBP,£0.00
2017_07_12,SCA_UK_Zenith,Unknown,Unknown,93025,37,GBP,£168.73
2017_07_13,SCA_UK_Zenith,svn_FOOD,Foodies,2,0,GBP,£0.01
2017_07_13,SCA_UK_Zenith,svn_NEWS,Newshounds,2,0,GBP,£0.01
2017_07_16,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,1,0,GBP,£0.00
2017_07_22,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,1,0,GBP,£0.00
2017_07_23,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,4340,17,GBP,£23.53
2017_07_23,SCA_UK_Zenith,Unknown,Unknown,88694,141,GBP,£272.74
2017_07_23,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,1,0,GBP,£0.00
2017_07_26,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,1108,2,GBP,£6.00
2017_07_27,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,42,0,GBP,£0.16
2017_07_27,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,1,0,GBP,£0.01
2017_07_28,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,1,0,GBP,£0.00
2017_07_28,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,10,0,GBP,£0.05
2017_07_28,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,5,0,GBP,£0.02
2017_07_28,SCA_UK_Zenith,svn_STYLE,Fashionistas,2,0,GBP,£0.01
2017_07_29,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.00
2017_07_29,SCA_UK_Zenith,svn_HEALTH,Health Gurus,4,0,GBP,£0.02
2017_07_30,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,31,1,GBP,£0.12
2017_07_30,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,3,0,GBP,£0.02
2017_07_30,SCA_UK_Zenith,svn_TECH,Gadget Fans,2,0,GBP,£0.01
2017_07_31,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,43,0,GBP,£0.23
2017_07_31,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,16,0,GBP,£0.09
