Date	Advertiser	Advertiser Currency Code	Inventory Contract	Impressions	Clicks	Advertiser Cost (Adv Currency)	Media Cost (Adv Currency)
08/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	21621	300	317.10377165547902	221.97288099914933
08/01/2017	Mercedes-Benz_UK_Zenith	GBP		778746	759	2797.2793784502537	1806.0283661426194
09/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17031	218	296.73958726043458	207.71793645601817
09/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	21078	263	309.13655337749274	216.39582215345666
09/01/2017	Mercedes-Benz_UK_Zenith	GBP		768970	677	2779.6416064888089	1792.7786709299135
10/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16760	207	294.72123956805506	206.30509153841736
10/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	21068	245	312.1350199020633	218.49475099799136
10/01/2017	Mercedes-Benz_UK_Zenith	GBP		756614	746	2748.6045146292386	1770.7508544289442
11/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17111	240	305.07501234567465	213.55274034644129
11/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	21953	272	324.82721602871639	227.37929792637145
11/01/2017	Mercedes-Benz_UK_Zenith	GBP		843709	712	3165.7748231985591	1994.7689370732044
12/01/2017	COTY_UK_ZENITH	GBP		0	1	0	0
12/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17560	204	310.54252789707175	217.38000538499764
12/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	21754	277	320.83096474610023	224.58191899338731
12/01/2017	Mercedes-Benz_UK_Zenith	GBP		947916	814	3515.0812769922786	2238.8340409223357
13/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16753	210	297.50157473485448	208.25132826684186
13/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22464	293	332.52659971981441	232.76887235782197
13/01/2017	Mercedes-Benz_UK_Zenith	GBP		944073	705	3518.3680359802191	2240.5608243595019
14/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	15842	190	284.87594944966757	199.41338097805214
14/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	23358	287	345.14513868657219	241.60185921833274
14/01/2017	Mercedes-Benz_UK_Zenith	GBP		954943	916	3513.8309029622303	2238.3718691894842
15/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16249	193	294.71905467365305	206.30356211068039
15/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22674	329	335.29361507454977	234.70578520768488
15/01/2017	Mercedes-Benz_UK_Zenith	GBP		955347	890	3511.0157847171262	2237.1152673699357
16/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16351	186	293.70678178990236	205.59497032323373
16/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22744	279	336.31647684724409	235.42178922543444
16/01/2017	Mercedes-Benz_UK_Zenith	GBP		949608	887	3511.1818840622943	2236.495283448364
17/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16834	190	307.16694089933484	215.01709192282752
17/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	21580	226	322.87518476299144	226.01287455779627
17/01/2017	Mercedes-Benz_UK_Zenith	GBP		946955	872	3521.0162904398988	2239.8388658474795
17/01/2017	RBS_UK_Zenith	GBP		0	0	0	0
18/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16519	201	290.99590014743171	203.69735111458965
18/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	23331	337	339.03090442473942	237.32189059128887
18/01/2017	Mercedes-Benz_UK_Zenith	GBP		988565	863	3514.5486341475747	2236.4104231405392
18/01/2017	RBS_UK_Zenith	GBP		0	0	0	0
19/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	15615	188	276.98966765066688	193.8929777291207
19/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	24032	329	353.04955188870026	247.13495446322423
19/01/2017	Mercedes-Benz_UK_Zenith	GBP		972537	825	3511.0012675881712	2234.3360522727408
20/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	13992	166	251.37542949161961	175.96299156377334
20/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	25924	246	378.62832549736455	265.04011541636777
20/01/2017	Mercedes-Benz_UK_Zenith	GBP		971670	844	3514.5373923677822	2238.0128876603593
20/01/2017	RBS_UK_Zenith	GBP		0	0	0	0
21/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	13709	166	244.79286443211626	171.35519102266283
21/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	26491	268	386.12614905190607	270.28859759914379
21/01/2017	Mercedes-Benz_UK_Zenith	GBP		970959	1045	3511.6527557480309	2239.7893448161135
22/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	13764	168	248.48483766778091	173.93957509168161
22/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	26213	270	381.58519961717969	267.10992954598419
22/01/2017	Mercedes-Benz_UK_Zenith	GBP		968874	900	3514.5123205038571	2242.2369810038345
23/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	14624	162	262.06860623955694	183.44822340879722
23/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	25277	266	367.95464661360947	257.56853209108009
23/01/2017	Mercedes-Benz_UK_Zenith	GBP		974718	898	3517.1138649158655	2260.3842168918697
24/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	15326	147	271.52858710964291	190.07021720271296
24/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	24880	259	358.4900950967725	250.94333884096736
24/01/2017	Mercedes-Benz_UK_Zenith	GBP		977288	1130	3518.5531115117139	2237.8074995320926
25/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16086	207	276.53833038200466	193.57704129826763
25/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	24530	319	353.46880952467176	247.42843512683043
25/01/2017	Mercedes-Benz_UK_Zenith	GBP		975709	1077	3513.0373829487629	2206.1452437717936
26/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16856	233	289.42360024114905	202.59673998603102
26/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	23886	271	340.57972645354355	238.40606718778212
26/01/2017	Mercedes-Benz_UK_Zenith	GBP		954550	1012	3515.8480059317623	2189.1441752499624
27/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17412	183	294.53844685006919	206.17713649700156
27/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	23582	280	337.49845795612491	236.24917689936565
27/01/2017	Mercedes-Benz_UK_Zenith	GBP		941013	999	3512.1579966902235	2154.8318321610725
28/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	16409	199	279.77898657642013	195.845503095637
28/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	24403	321	350.22359440021491	245.15678207496974
28/01/2017	Mercedes-Benz_UK_Zenith	GBP		950253	1180	3513.704672714859	2152.3231329246498
29/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	17355	222	288.9095269754518	202.23688830960585
29/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	23769	279	341.11434114873931	238.78029788045904
29/01/2017	Mercedes-Benz_UK_Zenith	GBP		949101	1115	3514.5170128193979	2152.7676155505918
30/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18213	225	298.95479103948205	209.26858078380563
30/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	23071	266	331.06300482228405	231.74435481795043
30/01/2017	Mercedes-Benz_UK_Zenith	GBP		935822	955	3512.8457555218048	2158.7741163706332
31/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin	18347	195	299.84360446872842	209.89075085932818
31/01/2017	Mercedes-Benz_UK_Zenith	GBP	PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW	22863	240	330.16025202577609	231.11242717475423
31/01/2017	Mercedes-Benz_UK_Zenith	GBP		941497	1008	3512.856195738907	2155.1667479516315
