"Advertiser","Placement ID","Placement Name","Date","Impressions","Spend","Clicks"
"Omega Pharma","11756","VMM UK - Snack Media NFL","July 2017","416","7.49","5"
"RBS","12363","VMM UK - Bloomberg Mid-Roll","July 2017","1","0.02","0"
"Omega Pharma","12477","VMM UK - SGN GTD","July 2017","6","0.11","0"
"Birds Eye","12477","VMM UK - SGN GTD","July 2017","2","0.04","0"
"Omega Pharma","12797","VMM UK - Snack Media Football Fancast - Mobile Web","July 2017","3","0.05","1"
"Birds Eye","12797","VMM UK - Snack Media Football Fancast - Mobile Web","July 2017","234","4.21","18"
"RBS","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","July 2017","70,764","1,486.04","424"
"Merial","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","July 2017","27,915","558.30","138"
"Aviva","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","July 2017","23,570","353.55","334"
"Omega Pharma","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","July 2017","27,478","494.60","381"
"SCA","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","July 2017","18,452","470.53","65"
"Aviva","13767","VMM UK - Planet Knowledge GTD  - Tag 2","July 2017","3","0.04","0"
"Omega Pharma","13767","VMM UK - Planet Knowledge GTD  - Tag 2","July 2017","3","0.05","0"
"RBS","14360","VMM UK - Spotify Desktop App_RTB","July 2017","95,266","2,000.59","285"
"Merial","14360","VMM UK - Spotify Desktop App_RTB","July 2017","11,544","230.88","36"
"Aviva","14360","VMM UK - Spotify Desktop App_RTB","July 2017","21,108","316.62","73"
"Omega Pharma","14360","VMM UK - Spotify Desktop App_RTB","July 2017","24,325","437.85","94"
"Birds Eye","14360","VMM UK - Spotify Desktop App_RTB","July 2017","98,376","1,770.77","255"
"RBS","15515","Vivaki UK - RBS Deal ID - LoopMe Pre-roll (PR-23-20160315)","July 2017","6,997","174.42","195"
"RBS","15516","Vivaki UK - RBS Deal ID - LoopMe Native (13-20160315)","July 2017","34,683","866.95","75"
"RBS","16482","VMM UK - Vintage TV Mobile App","July 2017","2","0.04","0"
"Omega Pharma","16482","VMM UK - Vintage TV Mobile App","July 2017","1","0.02","0"
"Birds Eye","16482","VMM UK - Vintage TV Mobile App","July 2017","2","0.04","0"
"Birds Eye","22132","VMM UK - Spot Xchange - ESI","July 2017","6","0.11","0"
"Birds Eye","22628","VMM UK - Snack Media NFL - Mobile Web","July 2017","1,269","22.84","36"
"RBS","22964","VMM UK - View TV - Only Motors - GTD VAST 2 Linear test","July 2017","5","0.11","0"
"RBS","22999","VMM UK - EA Apps - Third Presence","July 2017","4,505","94.36","416"
"Merial","22999","VMM UK - EA Apps - Third Presence","July 2017","5,106","102.12","435"
"Omega Pharma","22999","VMM UK - EA Apps - Third Presence","July 2017","13,650","245.70","1,314"
"SCA","22999","VMM UK - EA Apps - Third Presence","July 2017","139,481","2,683.34","12,982"
"Birds Eye","22999","VMM UK - EA Apps - Third Presence","July 2017","86,837","1,563.07","7,885"
"RBS","23000","AOD UK - Zenith - Teads Deal ID - Natwest Q4 2016","July 2017","188,587","4,714.68","2,264"
"RBS","23008","AOD UK - Zenith - Teads Deal ID - RBS Q4 2016","July 2017","160,900","4,022.50","577"
"RBS","24749","VMM UK - Minute Media Audience Extension","July 2017","13,259","278.44","8"
"Merial","24749","VMM UK - Minute Media Audience Extension","July 2017","20,771","415.42","6"
"Birds Eye","24749","VMM UK - Minute Media Audience Extension","July 2017","13,674","246.13","10"
"RBS","25431","VMM UK - Gaming Apps - Third Presence","July 2017","139,561","2,925.51","5,756"
"Merial","25431","VMM UK - Gaming Apps - Third Presence","July 2017","57,519","1,150.38","1,954"
"Omega Pharma","25431","VMM UK - Gaming Apps - Third Presence","July 2017","6,513","117.23","381"
"Birds Eye","25431","VMM UK - Gaming Apps - Third Presence","July 2017","154,282","2,777.08","7,258"
"RBS","25614","Vivaki UK - NatWest Deal ID - LoopMe-VO-NatWest-PR-23-20160315-00000","July 2017","28,012","700.30","12"
"RBS","25616","Vivaki UK - NatWest Deal ID - LoopMe-VO-NatWest-Native-13-20161129-00000","July 2017","71,759","1,793.98","29"
"Mercedes UK","25618","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes NCO A-Class December 2016","July 2017","994,898","31,737.26","3,708"
"RBS","26163","VMM UK - Spotify Mobile","July 2017","20","0.42","0"
"Merial","26163","VMM UK - Spotify Mobile","July 2017","29","0.58","0"
"Aviva","26163","VMM UK - Spotify Mobile","July 2017","3","0.04","0"
"Omega Pharma","26163","VMM UK - Spotify Mobile","July 2017","4","0.07","0"
"Birds Eye","26163","VMM UK - Spotify Mobile","July 2017","53","0.95","1"
"Aviva","26458","AOD UK - Zenith - Teads - Aviva - Adults 25-54_Jan-17","July 2017","63,750","1,530.00","159"
"Birds Eye","29771","VMM UK - Bloomberg Mid-Roll 2","July 2017","1,970","35.44","4"
"Birds Eye","29772","VMM UK - Bloomberg Mid-Roll 3","July 2017","406","7.31","0"
"RBS","29898","VMM UK - Pretty 52 Mobile Fixed Price","July 2017","144","3.10","12"
"RBS","30020","VMM UK - Sportbible Mobile Fixed Price","July 2017","656","14.59","34"
"Molson Coors","30183","VMM UK - Tremor - Warner Bros","July 2017","18,008","414.18","1,533"
"Aviva","30322","Vivaki UK - C4 FF - Advertiser 20"" -  Aviva_UKDI Car_Mar 17","July 2017","611,539","15,007.17","1,035"
"Aviva","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","July 2017","4","0.06","0"
"Omega Pharma","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","July 2017","3","0.05","0"
"RBS","30681","BT Video Private Auction","July 2017","65","1.49","0"
"Aviva","30681","BT Video Private Auction","July 2017","8","0.12","0"
"Omega Pharma","30681","BT Video Private Auction","July 2017","149","2.68","3"
"Molson Coors","30828","BT Sport_video_PD_ Molson Coors_Zenith","July 2017","50","1.40","0"
"RBS","30842","VMM UK - View TV - Only Motors 1","July 2017","1","0.02","0"
"Omega Pharma","30842","VMM UK - View TV - Only Motors 1","July 2017","6","0.11","0"
"SCA","30842","VMM UK - View TV - Only Motors 1","July 2017","2","0.05","0"
"SCA","30843","VMM UK - View TV - Only Motors 2","July 2017","4","0.08","1"
"SCA","30844","VMM UK - View TV - Only Motors 3","July 2017","5","0.11","0"
"Merial","31143","VMM UK - Conde Nast - Desktop","July 2017","19","0.38","0"
"Aviva","31143","VMM UK - Conde Nast - Desktop","July 2017","61","0.91","0"
"Omega Pharma","31143","VMM UK - Conde Nast - Desktop","July 2017","39","0.70","0"
"SCA","31549","VMM UK - Sports New Media - VPAID JS","July 2017","92","1.66","0"
"Omega Pharma","31550","VMM UK - Sports New Media - Mobile - VPAID JS","July 2017","35","0.63","2"
"Birds Eye","31550","VMM UK - Sports New Media - Mobile - VPAID JS","July 2017","18","0.32","1"
"RBS","31714","VMM UK - Ladbible Mobile Fixed Price VAST","July 2017","302","6.92","0"
"SCA","31722","VMM UK - Time Inc. Syndicated - VPAID JS","July 2017","9,156","164.81","8"
"SCA","31922","AOD - Channel 4 - Advertiser 20"" - SCA TENA PADS - 2017 April Sep","July 2017","275,246","10,225.39","519"
"Omega Pharma","31986","AOD UK - Zenith - Teads PMP - XLS - 40s","July 2017","73,593","1,366.63","209"
"Mercedes UK","32019","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes Smart May 2017","July 2017","355,926","11,354.03","1,180"
"Birds Eye","32021","Vivaki UK - C4 FF - Birds Eye 20"" - Poultry - May - Aug 2017","July 2017","548,358","14,164.09","846"
"Mercedes UK","32114","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes - AUC May-July 2017 ABC1","July 2017","100,341","3,049.36","205"
"Mercedes UK","32120","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes  C-Class - May 2017","July 2017","992,532","31,661.77","2,575"
"Molson Coors","32202","AOD - Channel 4 - Advertiser 30"" -  Molson - Rekorderlig - 2017 May July","July 2017","423,446","18,165.83","685"
"Merial","32344","VMX UK - Digiteka - Female PMP","July 2017","11","0.22","0"
"Molson Coors","32344","VMX UK - Digiteka - Female PMP","July 2017","17,818","320.72","33"
"Aviva","32344","VMX UK - Digiteka - Female PMP","July 2017","20","0.30","0"
"Omega Pharma","32344","VMX UK - Digiteka - Female PMP","July 2017","33","0.59","0"
"Omega Pharma","32414","AOD UK - Zenith - Loopme PMP - Omega Pharma - PR - £16.50","July 2017","34,599","850.24","711"
"Omega Pharma","32415","AOD UK - Zenith - Loopme PMP - Omega Pharma- IF - £12","July 2017","27,884","501.91","894"
"Mercedes UK","32491","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 1","July 2017","103,806","4,125.23","235"
"Mercedes UK","32492","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 2","July 2017","366,101","14,548.88","766"
"Mercedes UK","32493","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 3","July 2017","191,403","7,606.37","452"
"Merial","32812","VMM UK - Global Radio UKRP VPAID 2.0","July 2017","35","0.70","0"
"Aviva","32812","VMM UK - Global Radio UKRP VPAID 2.0","July 2017","17","0.25","0"
"Omega Pharma","32812","VMM UK - Global Radio UKRP VPAID 2.0","July 2017","28","0.50","1"
"Merial","32950","VMM UK - The Telegraph PC - VPAID JS","July 2017","10","0.20","0"
"Aviva","32950","VMM UK - The Telegraph PC - VPAID JS","July 2017","39","0.58","5"
"Omega Pharma","32950","VMM UK - The Telegraph PC - VPAID JS","July 2017","861","15.50","68"
"SCA","32950","VMM UK - The Telegraph PC - VPAID JS","July 2017","393","7.71","30"
"Birds Eye","32950","VMM UK - The Telegraph PC - VPAID JS","July 2017","170","3.06","7"
"Birds Eye","33257","Vivaki UK - C4 FF - Birds Eye 20"" - Inspirations - May - Aug 17","July 2017","444,892","11,491.56","732"
"RBS","33434","Vivaki UK - C4 FF - Advertiser 30"" -  Natwest - Brand May/July 2017","July 2017","528,610","20,293.26","916"
"Omega Pharma","33744","Vivaki UK - C4 FF - June_Aug - Omega Beconase - 30""","July 2017","207,824","6,315.78","461"
"John Frieda","33959","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda SB June Demo 1634","July 2017","22,993","838.55","62"
"John Frieda","33960","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda SB June Genre Targeting","July 2017","25,911","669.28","75"
"John Frieda","33961","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda SB June Interest Beautiful People","July 2017","11,543","420.97","10"
"John Frieda","33962","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda SB June Interest Fashionistas","July 2017","11,583","422.43","20"
"Birds Eye","34049","Vivaki UK - C4 FF - Birds Eye 20"" - Fish Fingers - May-Aug 2017","July 2017","843,946","21,799.13","1,162"
"Carpetright","35818","Vivaki UK - C4 FF - Advertiser 30"" -  Carpetright 2017 - July","July 2017","200,303","6,874.40","932"
"Omega Pharma","35831","Vivaki UK - C4 FF - Advertiser 20"" -  Tiger Balm July 2017","July 2017","501,529","12,954.40","524"
"Mercedes UK","35869","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes - AUC - July 2017 ABC1","July 2017","1,601,292","51,081.21","4,583"
"Merial","35991","AOD - Channel 4 - Advertiser 30"" -  Merial Frontline - 2017 July Sep","July 2017","573,605","17,431.86","1,304"
"E One","36296","Vivaki UK - C4 FF - eOne_47 Metres Down","July 2017","769,476","19,875.57","4,558"
"Molson Coors","36526","Vivaki UK - C4 FF - Molson Coors 30"" - Coors Light - July 2017 v2","July 2017","325,527","11,868.71","3,020"
"SCA","36593","Vivaki UK - C4 FF - SCA - Plenty - Jul-Aug 2017 - 30""","July 2017","210,557","6,398.83","659"
