impression_date,advertiser_name,deal_id,deal_name,Impressions,Clicks,Currency, Cost 
2017_05_24,JTI_UK_Zenith,svn_HEALTH,Health Gurus,1,0,GBP, £0.01 
2017_05_24,JTI_UK_Zenith,svn_TECH,Gadget Fans,1,0,GBP, £0.01 
2017_05_24,SCA_UK_Zenith,Unknown,Unknown,164888,769,GBP, £176.47 
2017_05_24,JTI_UK_Zenith,svn_ARTS,Arts & Popular Media,4,0,GBP, £0.03 
2017_05_24,JTI_UK_Zenith,svn_EDU,Secondary & Adult Ed,9,0,GBP, £0.08 
2017_05_24,JTI_UK_Zenith,svn_NEWS,Newshounds,1,0,GBP, £0.01 
2017_05_25,SCA_UK_Zenith,444959591118143658,AO - Doubleclick AdX 2.0 RTB - Ezoic - 444959591118143658,1,0,GBP, £0.00 
2017_05_25,SCA_UK_Zenith,Unknown,Unknown,167629,756,GBP, £180.40 
2017_05_25,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,4,0,GBP, £0.01 
2017_05_26,SCA_UK_Zenith,Unknown,Unknown,190704,699,GBP, £240.00 
2017_05_26,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,5,0,GBP, £0.01 
2017_05_26,ghd_UK_Zenith,Unknown,Unknown,128356,72,GBP, £218.34 
2017_05_27,SCA_UK_Zenith,192568930345156944,AO - Doubleclick AdX 2.0 RTB - Time Inc. - 192568930345156944,1,0,GBP, £0.01 
2017_05_27,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,7,0,GBP, £0.02 
2017_05_27,SCA_UK_Zenith,Unknown,Unknown,163373,453,GBP, £176.86 
2017_05_27,ghd_UK_Zenith,Unknown,Unknown,113287,48,GBP, £150.00 
2017_05_28,ghd_UK_Zenith,Unknown,Unknown,148068,61,GBP, £165.28 
2017_05_28,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,10,0,GBP, £0.02 
2017_05_28,SCA_UK_Zenith,Unknown,Unknown,161821,489,GBP, £173.39 
2017_05_29,ghd_UK_Zenith,Unknown,Unknown,128412,39,GBP, £144.29 
2017_05_29,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,4,0,GBP, £0.01 
2017_05_29,SCA_UK_Zenith,Unknown,Unknown,177169,605,GBP, £173.29 
2017_05_30,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,5,0,GBP, £0.01 
2017_05_30,SCA_UK_Zenith,Unknown,Unknown,171876,632,GBP, £173.44 
2017_05_30,ghd_UK_Zenith,Unknown,Unknown,161635,58,GBP, £198.76 
2017_05_31,ghd_UK_Zenith,Unknown,Unknown,195352,75,GBP, £202.48 
2017_05_31,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,4,0,GBP, £0.01 
2017_05_31,SCA_UK_Zenith,Unknown,Unknown,177876,598,GBP, £173.51 
