"Advertiser","Placement ID","Placement Name","Date","Impressions","Spend","Clicks"
"SCA","9791","VMM UK - Communicorp","May 2017","82","1.48","0"
"Birds Eye","9791","VMM UK - Communicorp","May 2017","3","0.05","0"
"Aviva","10109","VMM UK - The Telegraph PC - VPAID","May 2017","2","0.03","0"
"Omega Pharma","10109","VMM UK - The Telegraph PC - VPAID","May 2017","112","2.02","6"
"SCA","10109","VMM UK - The Telegraph PC - VPAID","May 2017","24","0.43","4"
"Birds Eye","10109","VMM UK - The Telegraph PC - VPAID","May 2017","21","0.38","0"
"Aviva","10110","VMM UK - The Telegraph Mobile Web","May 2017","4","0.06","0"
"Omega Pharma","10110","VMM UK - The Telegraph Mobile Web","May 2017","2,475","44.55","6"
"Birds Eye","10110","VMM UK - The Telegraph Mobile Web","May 2017","548","9.86","0"
"Aviva","10326","VMM UK - Rubicon RTB INS M/L Player","May 2017","105","1.58","2"
"Omega Pharma","10326","VMM UK - Rubicon RTB INS M/L Player","May 2017","336","6.05","5"
"Birds Eye","10326","VMM UK - Rubicon RTB INS M/L Player","May 2017","843","15.17","6"
"SCA","11099","VMM UK - 90 Min","May 2017","84,451","1,520.12","73"
"Birds Eye","11099","VMM UK - 90 Min","May 2017","3","0.05","0"
"Omega Pharma","11194","VMM UK - Discovery Channel QuestTV Mobile Tag 2","May 2017","10","0.18","0"
"Omega Pharma","11195","VMM UK - Discovery Channel QuestTV Mobile Tag 3","May 2017","60","1.08","4"
"Omega Pharma","11196","VMM UK - Discovery Channel QuestTV PC Tag 2","May 2017","177","3.19","2"
"Aviva","11197","VMM UK - Discovery Channel QuestTV PC Tag 3","May 2017","2","0.03","0"
"Omega Pharma","11197","VMM UK - Discovery Channel QuestTV PC Tag 3","May 2017","5","0.09","0"
"Birds Eye","11233","VMM UK - Viewster Syndicated Small Player","May 2017","2","0.04","0"
"Aviva","11241","VMX UK - Venatus Mobile App EA Games","May 2017","323,655","4,854.84","2,310"
"Omega Pharma","11241","VMX UK - Venatus Mobile App EA Games","May 2017","184,688","3,051.66","4,992"
"Omega Pharma","11255","VMM UK - Discoverychannel.com RON Mobile Web","May 2017","45","0.81","3"
"SCA","11288","VMX - BRX UK Medium & Large Players RON","May 2017","9,072","163.30","2"
"Molson Coors","11363","AOD UK - Perform RON Eplayer VAST","May 2017","299,203","5,984.06","148"
"Aviva","11363","AOD UK - Perform RON Eplayer VAST","May 2017","1,453","21.80","0"
"Omega Pharma","11363","AOD UK - Perform RON Eplayer VAST","May 2017","70,808","1,282.79","54"
"Birds Eye","11363","AOD UK - Perform RON Eplayer VAST","May 2017","858,440","15,451.92","290"
"Omega Pharma","11687","VMM UK - Wishbone PMP","May 2017","293","5.27","6"
"Birds Eye","11687","VMM UK - Wishbone PMP","May 2017","622","11.20","2"
"Aviva","11752","VMM UK - 90 Min Mobile","May 2017","7","0.11","0"
"Birds Eye","11752","VMM UK - 90 Min Mobile","May 2017","2,353","42.35","2"
"Omega Pharma","11756","VMM UK - Snack Media NFL","May 2017","12,740","229.35","218"
"Birds Eye","11756","VMM UK - Snack Media NFL","May 2017","5,527","99.49","88"
"Aviva","12363","VMM UK - Bloomberg Mid-Roll","May 2017","4,811","72.17","2"
"Birds Eye","12363","VMM UK - Bloomberg Mid-Roll","May 2017","5,507","99.13","0"
"Aviva","12477","VMM UK - SGN GTD","May 2017","1","0.02","0"
"Omega Pharma","12477","VMM UK - SGN GTD","May 2017","36","0.65","4"
"Birds Eye","12477","VMM UK - SGN GTD","May 2017","36","0.65","0"
"Birds Eye","12797","VMM UK - Snack Media Football Fancast - Mobile Web","May 2017","345","6.21","35"
"Aviva","12919","VMX UK - Venatus Tier 1 RON","May 2017","3,479","52.19","30"
"Omega Pharma","12919","VMX UK - Venatus Tier 1 RON","May 2017","35,411","632.85","390"
"SCA","12919","VMX UK - Venatus Tier 1 RON","May 2017","11,459","206.26","72"
"Birds Eye","12919","VMX UK - Venatus Tier 1 RON","May 2017","15,955","287.19","102"
"Aviva","13767","VMM UK - Planet Knowledge GTD  - Tag 2","May 2017","4","0.06","0"
"Omega Pharma","13767","VMM UK - Planet Knowledge GTD  - Tag 2","May 2017","250","4.50","0"
"Omega Pharma","14217","VMM UK - 65 Twenty Large GTD","May 2017","4","0.07","0"
"SCA","14217","VMM UK - 65 Twenty Large GTD","May 2017","24","0.43","0"
"Birds Eye","14217","VMM UK - 65 Twenty Large GTD","May 2017","14","0.25","1"
"Aviva","14235","VMM UK - Global Radio","May 2017","99","1.49","6"
"Omega Pharma","14235","VMM UK - Global Radio","May 2017","18,386","331.00","609"
"Birds Eye","14235","VMM UK - Global Radio","May 2017","9,513","171.23","201"
"Aviva","14360","VMM UK - Spotify Desktop App_RTB","May 2017","29,060","435.90","104"
"Omega Pharma","14360","VMM UK - Spotify Desktop App_RTB","May 2017","32,267","546.28","97"
"Birds Eye","14360","VMM UK - Spotify Desktop App_RTB","May 2017","211,199","3,801.58","395"
"Aviva","14642","VMM UK - Vungle Windows App","May 2017","174","2.61","0"
"Omega Pharma","14642","VMM UK - Vungle Windows App","May 2017","17,235","308.34","59"
"Aviva","16482","VMM UK - Vintage TV Mobile App","May 2017","2","0.03","0"
"Omega Pharma","16482","VMM UK - Vintage TV Mobile App","May 2017","26","0.47","1"
"Birds Eye","16482","VMM UK - Vintage TV Mobile App","May 2017","2","0.04","0"
"Omega Pharma","16821","VMM UK - Sports New Media - Mobile","May 2017","2,504","45.07","2"
"Birds Eye","16821","VMM UK - Sports New Media - Mobile","May 2017","27,610","496.98","8"
"Birds Eye","22132","VMM UK - Spot Xchange - ESI","May 2017","40","0.72","3"
"Birds Eye","22628","VMM UK - Snack Media NFL - Mobile Web","May 2017","2,021","36.38","1"
"Aviva","22999","VMM UK - EA Apps - Third Presence","May 2017","1,524","22.86","78"
"Omega Pharma","22999","VMM UK - EA Apps - Third Presence","May 2017","42,659","768.05","2,179"
"SCA","22999","VMM UK - EA Apps - Third Presence","May 2017","72,350","1,302.30","3,134"
"Birds Eye","22999","VMM UK - EA Apps - Third Presence","May 2017","151,428","2,725.70","4,226"
"Birds Eye","24749","VMM UK - Minute Media Audience Extension","May 2017","94,010","1,692.18","33"
"Aviva","25431","VMM UK - Gaming Apps - Third Presence","May 2017","22,518","337.77","2,042"
"Omega Pharma","25431","VMM UK - Gaming Apps - Third Presence","May 2017","132,971","2,366.10","4,510"
"Birds Eye","25431","VMM UK - Gaming Apps - Third Presence","May 2017","277,280","4,991.04","3,560"
"Aviva","26163","VMM UK - Spotify Mobile","May 2017","300","4.50","9"
"Omega Pharma","26163","VMM UK - Spotify Mobile","May 2017","21","0.38","0"
"Birds Eye","26163","VMM UK - Spotify Mobile","May 2017","1,302","23.44","18"
"Aviva","26458","AOD UK - Zenith - Teads - Aviva - Adults 25-54_Jan-17","May 2017","92,124","2,303.10","219"
"Birds Eye","29771","VMM UK - Bloomberg Mid-Roll 2","May 2017","12,568","226.22","5"
"Birds Eye","29772","VMM UK - Bloomberg Mid-Roll 3","May 2017","6,125","110.25","0"
"Birds Eye","29898","VMM UK - Pretty 52 Mobile Fixed Price","May 2017","423","7.61","0"
"Aviva","30160","Vivaki UK - Aviva Deal ID - LoopMe Pre-Roll 30""_Ads 25-54 - Biddable","May 2017","2","0.05","0"
"Molson Coors","30183","VMM UK - Tremor - Warner Bros","May 2017","6,192","142.42","632"
"Molson Coors","30292","Vivaki UK - C4 FF - Molson Coors 30"" - Coors Light - March June 2017","May 2017","735,650","30,772.24","2,717"
"Aviva","30322","Vivaki UK - C4 FF - Advertiser 20"" -  Aviva_UKDI Car_Mar 17","May 2017","414,377","10,168.81","577"
"Molson Coors","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","May 2017","12","0.32","0"
"Omega Pharma","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","May 2017","5","0.08","0"
"Omega Pharma","30681","BT Video Private Auction","May 2017","145","2.59","2"
"Molson Coors","30828","BT Sport_video_PD_ Molson Coors_Zenith","May 2017","639","17.89","30"
"Molson Coors","30829","AOD UK - Adx ESPN PMP Molson Coors","May 2017","682","17.87","98"
"Omega Pharma","30829","AOD UK - Adx ESPN PMP Molson Coors","May 2017","2","0.03","1"
"Molson Coors","30830","VMM UK - Ladbible Zenith PMP","May 2017","115,326","4,613.04","34,161"
"SCA","30844","VMM UK - View TV - Only Motors 3","May 2017","1","0.02","0"
"Omega Pharma","31144","VMM UK - View TV - DAI Linear 2","May 2017","2","0.04","0"
"Birds Eye","31146","VMM UK - Snack Media NFL - Mobile App","May 2017","425","7.65","12"
"Omega Pharma","31291","Vivaki UK - C4 FF - Omega Pharma 20"" - Yokebe - May 2017","May 2017","74,944","1,935.80","97"
"Lexus","31471","Vivaki UK - C4 FF - Lexus 30"" -  Lexus RX April 2017","May 2017","752,223","21,716.68","2,323"
"SCA","31549","VMM UK - Sports New Media - VPAID JS","May 2017","733","13.19","2"
"Birds Eye","31549","VMM UK - Sports New Media - VPAID JS","May 2017","279","5.02","0"
"Birds Eye","31550","VMM UK - Sports New Media - Mobile - VPAID JS","May 2017","48","0.86","4"
"Coty","31673","AOD - C4 FF - Advertiser 10"" -  Rimmel Wake Me Up 2017 April","May 2017","351,757","5,075.85","342"
"Birds Eye","31714","VMM UK - Ladbible Mobile Fixed Price VAST","May 2017","249","4.48","1"
"E One","31721","AOD - Broadcaster Match Buy - Channel 4 - 20"" eOne A Dog's Purpose Theatrical","May 2017","271,650","6,671.72","539"
"SCA","31722","VMM UK - Time Inc. Syndicated - VPAID JS","May 2017","5,990","107.82","0"
"SCA","31774","AOD - Channel 4 - Advertiser 30"" -  SCA TENA PADS - 2017 April Sep","May 2017","225,593","8,380.78","430"
"E One","31899","2017_eOne_Sleepless_Channel 4_20""","May 2017","415,019","10,719.94","4,131"
"E One","31900","2017_eOne_Sleepless_Channel 4_30""","May 2017","191,449","5,818.14","730"
"SCA","31922","AOD - Channel 4 - Advertiser 20"" - SCA TENA PADS - 2017 April Sep","May 2017","275,313","10,227.88","352"
"Omega Pharma","31986","AOD UK - Zenith - Teads PMP - XLS - 40s","May 2017","262,426","5,018.05","752"
"Omega Pharma","32013","AOD - Broadcaster Match Buy - Channel 4 - Omega Pharma - XLS 40"" - May-Aug","May 2017","193,659","7,827.70","404"
"Omega Pharma","32014","AOD - Broadcaster Match Buy - Channel 4 - Omega Pharma - XLS  30"" - May - Aug","May 2017","133,332","4,051.96","236"
"Birds Eye","32016","Vivaki UK - C4 FF - Birds Eye 20"" - Coated Fish - May - Aug 2017","May 2017","131,201","3,388.92","217"
"Mercedes UK","32019","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes Smart May 2017","May 2017","1,081,338","32,861.86","2,548"
"Birds Eye","32020","Vivaki UK - C4 FF - Birds Eye 20"" - Peas - May-Aug 2017","May 2017","665,214","17,182.48","882"
"Birds Eye","32021","Vivaki UK - C4 FF - Birds Eye 20"" - Poultry - May - Aug 2017","May 2017","798,494","20,625.10","1,236"
"Omega Pharma","32022","Vivaki UK - C4 FF - Omega Prevalin - 30  - May - Aug 2017","May 2017","421,401","12,806.38","903"
"E One","32101","Vivaki UK - C4 FF - eOne 30"" - eOne Miss Sloane","May 2017","269,372","8,186.22","447"
"Mercedes UK","32114","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes - AUC May-July 2017 ABC1","May 2017","628,739","19,107.38","1,263"
"Mercedes UK","32120","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes  C-Class - May 2017","May 2017","1,158,717","35,213.41","2,801"
"Mercedes UK","32148","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes GLA May 2017 - ABC1","May 2017","1,052,313","36,115.38","3,666"
"Mercedes UK","32149","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes E-Class May 2017","May 2017","1,023,090","35,112.45","3,494"
"E One","32155","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda Luxurious Volume Women 35+","May 2017","645,442","23,539.27","1,335"
"E One","32156","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda Luxurious Volume Lifestyle","May 2017","663,766","17,145.08","1,370"
"Molson Coors","32202","AOD - Channel 4 - Advertiser 30"" -  Molson - Rekorderlig - 2017 May July","May 2017","145,702","6,250.62","249"
"E One","32222","AOD - Broadcaster Match Buy - Channel 4 - 20"" eOne A Monster Calls","May 2017","430,942","11,131.23","610"
"Molson Coors","32344","VMX UK - Digiteka - Female PMP","May 2017","9,210","165.78","52"
"Omega Pharma","32415","AOD UK - Zenith - Loopme PMP - Omega Pharma- IF - £12","May 2017","71,039","1,230.50","255"
"SCA","32447","VMM UK - Sports New Media - VPAID JS - Viewability","May 2017","5","0.09","0"
"Birds Eye","32447","VMM UK - Sports New Media - VPAID JS - Viewability","May 2017","1","0.02","0"
"Mercedes UK","32491","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 1","May 2017","160,775","6,389.20","223"
"Mercedes UK","32492","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 2","May 2017","160,893","6,393.89","230"
"Mercedes UK","32493","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 3","May 2017","160,595","6,382.05","311"
"Omega Pharma","32944","Vivaki UK - C4 FF - Omega Nytol - 30  - May - Aug 2017","May 2017","326,286","9,915.83","947"
"Aviva","32950","VMM UK - The Telegraph PC - VPAID JS","May 2017","14","0.21","1"
"Omega Pharma","32950","VMM UK - The Telegraph PC - VPAID JS","May 2017","1,854","33.38","197"
"SCA","32950","VMM UK - The Telegraph PC - VPAID JS","May 2017","104","1.87","8"
"Birds Eye","32950","VMM UK - The Telegraph PC - VPAID JS","May 2017","106","1.91","9"
"Birds Eye","33257","Vivaki UK - C4 FF - Birds Eye 20"" - Inspirations - May - Aug 17","May 2017","468,502","12,101.41","888"
"Omega Pharma","33428","Vivaki UK - C4 FF - May - Omega Niquitin - 30""","May 2017","240,145","7,298.01","589"
"RBS","33433","Vivaki UK - C4 FF - Advertiser 60"" - Natwest - Brand May/July 2017","May 2017","439,500","26,712.81","2,232"
"E One","33626","Vivaki UK - C4 FF - eOne_Jackie_DVD","May 2017","179,002","4,623.62","272"
"Omega Pharma","33744","Vivaki UK - C4 FF - June_Aug - Omega Beconase - 30""","May 2017","46,939","1,426.48","93"
