Date,Advertiser,Advertiser Currency Code,Inventory Contract,Impressions,Clicks,Advertiser Cost (Adv Currency),Media Cost (Adv Currency)
04/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,12030,229,"16,798,860,067,601,600","11,613,751,804,775,000"
04/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,40980,614,"56,879,065,220,880,200","393,199,449,254,304"
04/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,36865,529,"41,654,494,697,389,800","37,594,872,565,555,300"
04/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1417827,1154,"60,330,174,342,675,600","37,766,838,371,825,000"
04/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,11161,50,"18,904,423,887,029,800","1,134,182,406,994,050"
04/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,8075,23,"16,131,180,703,473,200","992,350,104,035,721"
05/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,7680,215,"10,786,482,720,906,400","74,570,444,293,260,500"
05/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,39943,721,"55,827,972,307,138,500","38,593,334,610,733,000"
05/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34178,532,"41,654,328,195,378,800","37,624,356,601,962,300"
05/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1398672,1319,"60,235,593,113,637,500","37,740,776,380,498,300"
05/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,12439,50,"20,770,407,680,841,400","12,416,856,718,334,700"
05/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,7001,14,"1,418,875,106,048,220","8,737,588,628,079,920"
05/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
06/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,8029,192,"11,325,513,932,928,700","78,301,001,399,068,900"
06/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,40022,652,"55,949,080,659,137,400","38,677,055,637,302,500"
06/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34205,568,"41,655,761,711,818,800","37,625,322,419,381,800"
06/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1399706,1325,"60,464,507,064,622,300","37,866,019,804,624,900"
06/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,12664,52,"21,072,896,968,106,500","12,590,166,330,480,900"
06/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,6814,16,"13,891,945,160,619,700","8,561,688,995,352,640"
06/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
07/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,22045,442,"31,028,231,331,366,400","21,451,211,823,618,700"
07/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,39129,626,"54,727,549,084,701,800","37,832,622,733,123,000"
07/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34215,440,"41,668,327,879,576,500","37,636,466,830,553,500"
07/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1408990,1161,"60,602,716,594,344,000","37,944,301,153,639,800"
07/08/2017,New Look_UK_Performics,GBP,,0,1,0,0
07/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,6166,23,"12,260,162,496,019,000","7,529,480,010,911,600"
07/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,12042,47,"22,777,308,227,164,800","13,888,353,340,379,200"
08/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,19115,373,"26,869,267,183,404,000","18,575,503,085,975,600"
08/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,40391,581,"56,523,007,339,736,800","39,073,805,573,061,300"
08/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34239,482,"41,701,648,067,240,900","37,666,376,553,804,600"
08/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,31009,36,"12,502,955,250,610,700","7,094,381,934,777,980"
08/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1356972,1126,"5,796,289,789,762,450","3,648,778,267,469,440"
08/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,5654,9,"11,303,690,901,634,300","6,946,829,152,279,450"
08/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,12307,38,"2,369,164,668,693,550","14,482,005,321,747,200"
08/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
09/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,17574,614,"33,016,194,226,154,200","23,101,777,705,898,800"
09/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,17288,342,"24,570,637,873,312,600","16,988,030,734,625,200"
09/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,40013,650,"56,177,003,352,836,500","38,834,616,380,059,100"
09/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34191,425,"41,643,692,600,266,100","37,612,641,091,870,000"
09/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,78409,66,"29,830,898,590,409,900","16,768,437,641,848,700"
09/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1365135,1071,"58,861,716,475,215,900","37,087,407,177,460,800"
09/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,5472,12,"11,335,680,143,197,300","6,997,185,559,621,960"
09/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,11929,30,"23,665,387,220,522,600","14,521,376,873,809,800"
09/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
10/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,21595,809,"40,525,853,023,764,200","28,356,364,122,670,200"
10/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,10476,212,"14,845,247,537,829,400","10,263,704,435,504,900"
10/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,39877,602,"55,928,336,010,711,400","38,662,715,063,482,600"
10/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34197,443,"41,646,047,183,733,300","37,615,200,938,376,400"
10/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,60481,44,"23,835,594,359,120,800","13,492,295,530,778,800"
10/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1394806,1090,"60,697,670,154,841,500","38,078,941,448,885,600"
10/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,5748,19,"11,540,308,902,146,800","7,094,262,445,072,540"
10/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,12161,33,"2,341,038,125,341,310","14,305,522,553,011,500"
10/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
11/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,20046,721,"37,703,607,248,714,500","26,381,612,788,198,900"
11/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,12719,288,"18,034,646,251,133,700","12,468,556,247,268,300"
11/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,39852,613,"56,008,375,886,460,800","38,718,045,851,604,500"
11/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34213,484,"41,677,275,455,550,700","37,642,630,193,427,700"
11/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,92264,77,"39,579,505,948,266,700","22,507,180,761,493,800"
11/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1392330,1086,"60,489,623,164,035,100","37,957,328,490,500,100"
11/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,5552,12,"11,215,762,778,631,400","6,898,599,173,359,880"
11/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,12269,21,"23,796,393,223,880,200","14,552,752,096,261,200"
11/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
12/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,20066,709,"3,771,399,730,358,570","26,388,900,260,523,200"
12/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,7858,182,"11,100,193,213,374,100","76,741,796,982,318,500"
12/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,39801,754,"55,806,309,411,870,900","38,578,392,989,828,600"
12/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34202,575,"4,164,333,187,353,430","3,761,281,770,151,230"
12/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,98673,92,"41,308,518,946,533,000","234,482,221,914,226"
12/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1388850,1248,"60,055,195,891,016,900","3,772,134,349,224,630"
12/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,8762,27,"15,637,236,927,047,800","9,446,739,263,979,630"
12/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,9743,27,"19,368,858,680,232,100","1,189,099,709,166,770"
13/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,20070,732,"37,737,291,265,683,800","2,640,520,444,867,340"
13/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £8_AppNexus_TTD_Mercedes NCO_UK_300x250,1,0,"0,011574006987433","0,008096368671322"
13/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,11902,322,"1,733,255,999,366,050","11,987,453,609,894,600"
13/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,39999,718,"56,104,659,444,798,600","38,784,822,330,798,900"
13/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34223,607,"41,679,055,749,060,100","37,645,161,793,789,300"
13/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,62278,46,"23,927,501,333,825,700","1,352,851,021,938,080"
13/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1386115,1215,"60,319,509,874,621,600","37,877,799,229,973,100"
13/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,11396,37,"19,198,899,668,717,800","11,489,060,401,416,100"
13/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,7777,22,"15,805,457,654,641,900","973,296,324,132,088"
14/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,39391,1305,"74,066,500,738,079,700","51,825,158,329,931,700"
14/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £8_AppNexus_TTD_Mercedes NCO_UK_300x250,12,0,"0,138888083849197","0,097156424055863"
14/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,21925,370,"39,702,110,120,726,100","27,523,750,799,437,800"
14/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,34176,530,"47,915,882,542,562,300","3,312,378,386,161,150"
14/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34222,430,"41,677,122,622,039,600","37,643,408,414,930,200"
14/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,65544,39,"25,727,234,277,444,400","1,454,832,010,634,610"
14/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1405837,1089,"61,353,033,837,478,900","38,506,598,737,996,000"
14/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,15076,65,"24,690,659,121,923,800","14,703,540,895,773,500"
14/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,4783,8,"10,274,813,609,730,900","6,373,867,819,050,750"
14/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
15/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,41495,1438,"78,050,549,758,060,100","54,612,775,480,315,600"
15/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £8_AppNexus_TTD_Mercedes NCO_UK_300x250,2,0,"0,023095946157335","0,01615625112385"
15/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,5162,86,"93,327,253,839,086,700","64,696,654,142,066,400"
15/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,14314,207,"20,133,933,169,637,000","1,391,839,229,931,300"
15/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34215,486,"41,670,774,667,932,400","37,636,218,968,734,200"
15/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,61697,35,"24,581,399,151,542,400","13,972,438,945,872,800"
15/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1380502,1107,"60,480,351,930,290,700","38,006,272,094,998,700"
15/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,14264,65,"23,969,965,221,956,700","14,329,395,385,927,200"
15/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,5242,24,"11,270,389,852,220,300","698,905,965,208,486"
15/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
16/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,41371,1566,"77,672,163,390,067,600","54,347,813,158,295,700"
16/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34204,467,"41,661,634,123,003,300","37,624,952,219,580,800"
16/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,56858,65,"22,712,832,151,168,500","12,971,647,448,193,900"
16/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1359823,1120,"60,263,492,406,643,800","37,924,611,101,622,200"
16/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,13361,51,"22,208,278,698,470,800","1,323,462,345,150,710"
16/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,6039,20,"12,922,610,408,255,300","8,001,260,648,905,830"
16/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
17/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,42608,1524,"79,951,069,269,115,000","55,942,385,354,203,400"
17/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £8_AppNexus_TTD_Mercedes NCO_UK_300x250,5,0,"0,05786598255095","0,04047874666496"
17/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,8577,152,"15,705,103,238,222,700","10,887,838,215,300,300"
17/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,37485,660,"5,305,714,889,163,150","3,667,789,131,586,270"
17/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_New C-Class Skin June,34206,460,"41,662,182,621,557,600","37,625,967,666,250,300"
17/08/2017,Mercedes-Benz_UK_Zenith,GBP,Publicis Inventory Exchange,15859,8,"64,128,153,579,904,200","3,675,538,096,845,820"
17/08/2017,Mercedes-Benz_UK_Zenith,GBP,,1316929,1046,"57,570,425,469,531,900","36,515,428,805,658,000"
17/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Health & Fitness - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,6567,27,"1,293,198,190,572,410","7,917,847,591,759,800"
17/08/2017,Omega Pharma_UK_Zenith,GBP,Sharethrough - Channel - Home & Garden - Global - Multi-publisher - Native - RON - All Devices - 9544x9544 (Native creatives needed) - $2-$3 CPM Guidance,10691,28,"22,078,191,267,087,900","13,607,727,991,717,400"
17/08/2017,Oracle_UK_Zenith International,GBP,,0,0,0,0
18/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £13_AppNexus_TTD_Mercedes_UK_NCO Q3_Interstitial 320x480,41344,1512,"77,781,511,598,087,200","54,424,361,687,190,900"
18/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_Mozoo_Multi_Floor £8_AppNexus_TTD_Mercedes NCO_UK_300x250,1,0,"0,011588468829471","0,008106432714072"
18/08/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,7281,130,"13,306,402,840,160,300","9,224,609,005,953,920"
