"Advertiser","Placement ID","Placement Name","Date","Impressions","Spend","Clicks"
"Costa Coffee","4469","VMM UK - Vidzone 4 - Playstation","March 2017","961","13.45","0"
"Birds Eye","4469","VMM UK - Vidzone 4 - Playstation","February 2017","10","0.18","0"
"Aviva","4471","VMM UK - Vidzone 2 - Playstation","January 2017","437","10.49","0"
"Aviva","4471","VMM UK - Vidzone 2 - Playstation","February 2017","1,159","17.82","0"
"Aviva","4471","VMM UK - Vidzone 2 - Playstation","March 2017","942","14.13","2"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","January 2017","3,414","51.21","2"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","February 2017","3,183","47.74","2"
"Omega Pharma","4471","VMM UK - Vidzone 2 - Playstation","March 2017","98","1.47","0"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","January 2017","1,128","16.92","1"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","February 2017","182","2.73","0"
"Omega Pharma","4473","VMM UK - Vidzone 3 - Playstation","March 2017","113","1.69","0"
"SCA","4473","VMM UK - Vidzone 3 - Playstation","February 2017","31","0.69","0"
"SCA","4473","VMM UK - Vidzone 3 - Playstation","March 2017","1","0.02","0"
"John Frieda","4822","AOD UK - Adx Non YT","February 2017","41,030","1,056.99","38"
"John Frieda","4822","AOD UK - Adx Non YT","March 2017","37,825","947.59","52"
"RBS","4822","AOD UK - Adx Non YT","January 2017","7,131","149.75","7"
"RBS","4822","AOD UK - Adx Non YT","February 2017","52,971","1,112.39","84"
"RBS","4822","AOD UK - Adx Non YT","March 2017","7,443","156.30","34"
"Costa Coffee","4822","AOD UK - Adx Non YT","March 2017","889","12.44","9"
"Mercedes UK","4822","AOD UK - Adx Non YT","January 2017","107,383","2,362.43","179"
"Mercedes UK","4822","AOD UK - Adx Non YT","February 2017","367,468","8,084.30","566"
"Mercedes UK","4822","AOD UK - Adx Non YT","March 2017","289,523","6,360.91","497"
"Toyota","4822","AOD UK - Adx Non YT","January 2017","154,400","4,067.86","305"
"Toyota","4822","AOD UK - Adx Non YT","February 2017","367,458","9,749.04","717"
"Toyota","4822","AOD UK - Adx Non YT","March 2017","286,465","7,615.74","523"
"Lexus","4822","AOD UK - Adx Non YT","January 2017","13,604","323.92","32"
"Lexus","4822","AOD UK - Adx Non YT","February 2017","239,082","5,654.01","494"
"Aviva","4822","AOD UK - Adx Non YT","January 2017","42","1.01","0"
"Aviva","4822","AOD UK - Adx Non YT","February 2017","154,895","2,767.90","219"
"Aviva","4822","AOD UK - Adx Non YT","March 2017","2,879","43.18","27"
"Omega Pharma","4822","AOD UK - Adx Non YT","January 2017","10,060","150.90","21"
"Omega Pharma","4822","AOD UK - Adx Non YT","February 2017","886","13.29","2"
"Omega Pharma","4822","AOD UK - Adx Non YT","March 2017","1,344","20.16","6"
"SCA","4822","AOD UK - Adx Non YT","February 2017","98,045","2,176.49","118"
"SCA","4822","AOD UK - Adx Non YT","March 2017","174,484","4,005.59","271"
"Birds Eye","4822","AOD UK - Adx Non YT","January 2017","422,525","7,605.45","553"
"Birds Eye","4822","AOD UK - Adx Non YT","February 2017","163,286","2,939.15","303"
"Birds Eye","4822","AOD UK - Adx Non YT","March 2017","456","8.21","4"
"John Frieda","5169","AOD UK - Adx BT Preferred Deal","February 2017","1","0.02","0"
"John Frieda","5169","AOD UK - Adx BT Preferred Deal","March 2017","6","0.10","0"
"RBS","5169","AOD UK - Adx BT Preferred Deal","February 2017","1","0.02","0"
"RBS","5169","AOD UK - Adx BT Preferred Deal","March 2017","49","1.03","0"
"Costa Coffee","5169","AOD UK - Adx BT Preferred Deal","March 2017","50","0.70","0"
"Aviva","5169","AOD UK - Adx BT Preferred Deal","February 2017","3","0.04","0"
"Aviva","5169","AOD UK - Adx BT Preferred Deal","March 2017","41","0.62","0"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","February 2017","1","0.01","0"
"Omega Pharma","5169","AOD UK - Adx BT Preferred Deal","March 2017","8","0.12","0"
"SCA","5169","AOD UK - Adx BT Preferred Deal","February 2017","2","0.05","0"
"SCA","5169","AOD UK - Adx BT Preferred Deal","March 2017","42","0.98","0"
"Birds Eye","5169","AOD UK - Adx BT Preferred Deal","February 2017","7","0.13","0"
"Birds Eye","5169","AOD UK - Adx BT Preferred Deal","March 2017","12","0.22","0"
"RBS","6076","VMX UK - Spot Xchange Hearst PMP","January 2017","13","0.27","0"
"Costa Coffee","6076","VMX UK - Spot Xchange Hearst PMP","March 2017","3","0.04","0"
"Mercedes UK","6076","VMX UK - Spot Xchange Hearst PMP","January 2017","19","0.42","2"
"Toyota","6076","VMX UK - Spot Xchange Hearst PMP","January 2017","11","0.29","0"
"Aviva","6076","VMX UK - Spot Xchange Hearst PMP","January 2017","12","0.29","0"
"Aviva","6076","VMX UK - Spot Xchange Hearst PMP","February 2017","27","0.60","0"
"Aviva","6076","VMX UK - Spot Xchange Hearst PMP","March 2017","4","0.06","0"
"Omega Pharma","6076","VMX UK - Spot Xchange Hearst PMP","January 2017","59","0.88","0"
"Omega Pharma","6076","VMX UK - Spot Xchange Hearst PMP","February 2017","11","0.16","0"
"SCA","6076","VMX UK - Spot Xchange Hearst PMP","March 2017","1","0.02","0"
"Birds Eye","6076","VMX UK - Spot Xchange Hearst PMP","January 2017","38","0.68","1"
"RBS","6162","VMX UK - Trinity Mirror mobile web","February 2017","231","4.85","0"
"RBS","6162","VMX UK - Trinity Mirror mobile web","March 2017","172","3.61","0"
"Mercedes UK","6162","VMX UK - Trinity Mirror mobile web","January 2017","367,252","8,079.55","539"
"Mercedes UK","6162","VMX UK - Trinity Mirror mobile web","February 2017","5,255","115.61","16"
"Mercedes UK","6162","VMX UK - Trinity Mirror mobile web","March 2017","1,317","28.62","1"
"Aviva","6162","VMX UK - Trinity Mirror mobile web","January 2017","247,638","5,943.31","272"
"Aviva","6162","VMX UK - Trinity Mirror mobile web","February 2017","370","5.52","0"
"Aviva","6162","VMX UK - Trinity Mirror mobile web","March 2017","60","0.90","0"
"Omega Pharma","6162","VMX UK - Trinity Mirror mobile web","January 2017","265,343","3,980.14","432"
"Omega Pharma","6162","VMX UK - Trinity Mirror mobile web","February 2017","35","0.52","0"
"SCA","6162","VMX UK - Trinity Mirror mobile web","February 2017","133","2.96","0"
"SCA","6162","VMX UK - Trinity Mirror mobile web","March 2017","7","0.15","0"
"Mercedes UK","6204","VMX UK - SpotXchange RTB M/L Player","January 2017","174","3.83","0"
"Toyota","6204","VMX UK - SpotXchange RTB M/L Player","January 2017","21","0.56","0"
"Omega Pharma","6204","VMX UK - SpotXchange RTB M/L Player","January 2017","67","1.00","0"
"Birds Eye","6204","VMX UK - SpotXchange RTB M/L Player","January 2017","1,042","18.76","0"
"RBS","6462","VMM UK - Sony Pictures (YouTube) - PC","January 2017","1,288","27.05","6"
"RBS","6462","VMM UK - Sony Pictures (YouTube) - PC","February 2017","47","0.99","0"
"RBS","6462","VMM UK - Sony Pictures (YouTube) - PC","March 2017","219","4.60","0"
"Costa Coffee","6462","VMM UK - Sony Pictures (YouTube) - PC","March 2017","567","7.93","0"
"Aviva","6462","VMM UK - Sony Pictures (YouTube) - PC","January 2017","12","0.29","0"
"Aviva","6462","VMM UK - Sony Pictures (YouTube) - PC","February 2017","175","2.63","1"
"Aviva","6462","VMM UK - Sony Pictures (YouTube) - PC","March 2017","701","10.51","0"
"Omega Pharma","6462","VMM UK - Sony Pictures (YouTube) - PC","January 2017","2,166","32.49","1"
"Omega Pharma","6462","VMM UK - Sony Pictures (YouTube) - PC","February 2017","69","1.03","0"
"Omega Pharma","6462","VMM UK - Sony Pictures (YouTube) - PC","March 2017","86","1.29","0"
"RBS","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","January 2017","2,885","60.59","53"
"RBS","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","February 2017","3","0.06","0"
"RBS","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","March 2017","19","0.40","1"
"Costa Coffee","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","March 2017","898","12.57","6"
"Aviva","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","January 2017","89","2.14","2"
"Aviva","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","February 2017","59","0.97","0"
"Aviva","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","March 2017","411","6.16","5"
"Omega Pharma","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","January 2017","11,736","176.04","220"
"Omega Pharma","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","February 2017","148","2.22","1"
"Omega Pharma","6463","VMM UK - Sony Pictures (YouTube) - Mobile All","March 2017","45","0.67","5"
"RBS","6636","VMM UK - Vintage TV","January 2017","136","2.86","14"
"RBS","6636","VMM UK - Vintage TV","February 2017","78","1.64","11"
"RBS","6636","VMM UK - Vintage TV","March 2017","32","0.67","6"
"Aviva","6636","VMM UK - Vintage TV","January 2017","166","3.98","15"
"RBS","6644","VMX UK - Viewster ROS Mobile Web","January 2017","32","0.67","0"
"RBS","6644","VMX UK - Viewster ROS Mobile Web","February 2017","127,567","2,678.91","536"
"RBS","6644","VMX UK - Viewster ROS Mobile Web","March 2017","156,990","3,296.79","497"
"Costa Coffee","6644","VMX UK - Viewster ROS Mobile Web","March 2017","48","0.67","0"
"Mercedes UK","6644","VMX UK - Viewster ROS Mobile Web","January 2017","90,027","1,980.59","791"
"Mercedes UK","6644","VMX UK - Viewster ROS Mobile Web","February 2017","404,433","8,897.53","3,041"
"Mercedes UK","6644","VMX UK - Viewster ROS Mobile Web","March 2017","418,959","9,027.74","3,458"
"Aviva","6644","VMX UK - Viewster ROS Mobile Web","February 2017","201,387","3,020.80","1,102"
"Aviva","6644","VMX UK - Viewster ROS Mobile Web","March 2017","745","11.17","4"
"Omega Pharma","6644","VMX UK - Viewster ROS Mobile Web","January 2017","37,746","566.19","213"
"Omega Pharma","6644","VMX UK - Viewster ROS Mobile Web","February 2017","565,192","9,044.54","3,219"
"Omega Pharma","6644","VMX UK - Viewster ROS Mobile Web","March 2017","64,111","961.66","261"
"SCA","6644","VMX UK - Viewster ROS Mobile Web","February 2017","8,349","194.40","22"
"SCA","6644","VMX UK - Viewster ROS Mobile Web","March 2017","8,349","195.30","23"
"Birds Eye","6644","VMX UK - Viewster ROS Mobile Web","February 2017","10,822","194.80","72"
"Aviva","6786","VMM UK - Rubicon RTB INS Small Player","January 2017","6","0.14","0"
"Aviva","6786","VMM UK - Rubicon RTB INS Small Player","February 2017","5","0.12","0"
"Omega Pharma","6786","VMM UK - Rubicon RTB INS Small Player","January 2017","255","3.82","0"
"Omega Pharma","6786","VMM UK - Rubicon RTB INS Small Player","February 2017","76","1.14","0"
"Birds Eye","6786","VMM UK - Rubicon RTB INS Small Player","January 2017","103","1.85","0"
"Birds Eye","6786","VMM UK - Rubicon RTB INS Small Player","February 2017","4","0.07","0"
"Omega Pharma","6954","VMX UK - SpotXchange RTB - Tetris Online M/LP","January 2017","266","3.99","3"
"Birds Eye","6954","VMX UK - SpotXchange RTB - Tetris Online M/LP","January 2017","2,850","51.30","15"
"John Frieda","7606","VMX UK - Vungle Mobile App","February 2017","9,042","158.55","90"
"John Frieda","7606","VMX UK - Vungle Mobile App","March 2017","6,106","109.89","66"
"RBS","7606","VMX UK - Vungle Mobile App","January 2017","5","0.11","0"
"RBS","7606","VMX UK - Vungle Mobile App","February 2017","8,312","174.55","106"
"RBS","7606","VMX UK - Vungle Mobile App","March 2017","1,902","39.94","25"
"Costa Coffee","7606","VMX UK - Vungle Mobile App","March 2017","29","0.41","0"
"Aviva","7606","VMX UK - Vungle Mobile App","January 2017","1","0.02","0"
"Aviva","7606","VMX UK - Vungle Mobile App","February 2017","7,491","112.36","106"
"Aviva","7606","VMX UK - Vungle Mobile App","March 2017","310","4.65","3"
"Omega Pharma","7606","VMX UK - Vungle Mobile App","January 2017","2,511","37.66","11"
"Omega Pharma","7606","VMX UK - Vungle Mobile App","February 2017","22,078","331.17","409"
"Omega Pharma","7606","VMX UK - Vungle Mobile App","March 2017","6,149","92.23","59"
"SCA","7606","VMX UK - Vungle Mobile App","February 2017","74,431","1,667.06","510"
"SCA","7606","VMX UK - Vungle Mobile App","March 2017","20,389","457.53","123"
"Birds Eye","7606","VMX UK - Vungle Mobile App","January 2017","190,447","3,428.05","1,678"
"Birds Eye","7606","VMX UK - Vungle Mobile App","February 2017","229,284","4,127.11","2,297"
"Birds Eye","7606","VMX UK - Vungle Mobile App","March 2017","432,753","7,789.55","4,081"
"John Frieda","8083","VMX UK - Viewster ROS Mobile App","February 2017","187","3.18","0"
"John Frieda","8083","VMX UK - Viewster ROS Mobile App","March 2017","50","0.90","0"
"RBS","8083","VMX UK - Viewster ROS Mobile App","February 2017","132","2.77","0"
"RBS","8083","VMX UK - Viewster ROS Mobile App","March 2017","101","2.12","0"
"E One","8083","VMX UK - Viewster ROS Mobile App","February 2017","2,893","63.65","70"
"Aviva","8083","VMX UK - Viewster ROS Mobile App","January 2017","147,731","3,295.88","678"
"Aviva","8083","VMX UK - Viewster ROS Mobile App","February 2017","30,864","687.85","218"
"Aviva","8083","VMX UK - Viewster ROS Mobile App","March 2017","22","0.33","0"
"Omega Pharma","8083","VMX UK - Viewster ROS Mobile App","January 2017","2","0.03","0"
"Omega Pharma","8083","VMX UK - Viewster ROS Mobile App","February 2017","1,940","29.91","6"
"Omega Pharma","8083","VMX UK - Viewster ROS Mobile App","March 2017","674","10.11","5"
"SCA","8083","VMX UK - Viewster ROS Mobile App","February 2017","588","13.38","2"
"SCA","8083","VMX UK - Viewster ROS Mobile App","March 2017","186","4.21","0"
"Birds Eye","8083","VMX UK - Viewster ROS Mobile App","January 2017","5,943","106.97","15"
"Birds Eye","8083","VMX UK - Viewster ROS Mobile App","February 2017","20,669","372.04","143"
"Birds Eye","8083","VMX UK - Viewster ROS Mobile App","March 2017","1,688","30.38","4"
"John Frieda","8252","VMM UK - Canal Plus","February 2017","12","0.19","1"
"Aviva","8252","VMM UK - Canal Plus","January 2017","19","0.46","3"
"Aviva","8252","VMM UK - Canal Plus","February 2017","42","0.63","3"
"Omega Pharma","8252","VMM UK - Canal Plus","January 2017","600","9.00","17"
"Omega Pharma","8252","VMM UK - Canal Plus","February 2017","48","0.72","1"
"Birds Eye","8252","VMM UK - Canal Plus","January 2017","39","0.70","0"
"Birds Eye","8252","VMM UK - Canal Plus","February 2017","11","0.20","0"
"RBS","8421","VMX UK - Pubmatic Open Exchange","January 2017","19","0.40","0"
"Mercedes UK","8421","VMX UK - Pubmatic Open Exchange","January 2017","12","0.26","0"
"Aviva","8421","VMX UK - Pubmatic Open Exchange","January 2017","165","3.68","0"
"Omega Pharma","8421","VMX UK - Pubmatic Open Exchange","January 2017","10","0.15","0"
"Birds Eye","8421","VMX UK - Pubmatic Open Exchange","January 2017","12","0.22","0"
"John Frieda","8446","VMX UK - IBTimes 60s","February 2017","4,486","112.42","43"
"John Frieda","8446","VMX UK - IBTimes 60s","March 2017","9,217","236.70","358"
"RBS","8446","VMX UK - IBTimes 60s","March 2017","13","0.27","0"
"Mercedes UK","8446","VMX UK - IBTimes 60s","February 2017","2,541","55.90","34"
"Mercedes UK","8446","VMX UK - IBTimes 60s","March 2017","71,927","1,514.03","519"
"Toyota","8446","VMX UK - IBTimes 60s","January 2017","15,896","418.60","104"
"Toyota","8446","VMX UK - IBTimes 60s","February 2017","6,061","160.23","934"
"Toyota","8446","VMX UK - IBTimes 60s","March 2017","175,833","4,600.92","4,861"
"Lexus","8446","VMX UK - IBTimes 60s","January 2017","1,642","49.26","238"
"Lexus","8446","VMX UK - IBTimes 60s","February 2017","11,212","265.65","1,555"
"E One","8446","VMX UK - IBTimes 60s","February 2017","151","3.32","0"
"Aviva","8446","VMX UK - IBTimes 60s","January 2017","5,946","132.66","33"
"Aviva","8446","VMX UK - IBTimes 60s","February 2017","11,275","270.60","61"
"Aviva","8446","VMX UK - IBTimes 60s","March 2017","1,509","22.63","5"
"Omega Pharma","8446","VMX UK - IBTimes 60s","February 2017","44","0.66","0"
"Omega Pharma","8446","VMX UK - IBTimes 60s","March 2017","1,241","18.61","8"
"SCA","8446","VMX UK - IBTimes 60s","February 2017","1,114","24.87","91"
"SCA","8446","VMX UK - IBTimes 60s","March 2017","340,528","7,841.93","4,522"
"Birds Eye","8446","VMX UK - IBTimes 60s","January 2017","1,245","22.41","1"
"Birds Eye","8446","VMX UK - IBTimes 60s","February 2017","12","0.22","0"
"Birds Eye","8446","VMX UK - IBTimes 60s","March 2017","5,151","92.72","128"
"John Frieda","8474","VMM UK - Hoopla - National Geographic","February 2017","3","0.08","0"
"RBS","8474","VMM UK - Hoopla - National Geographic","January 2017","70","1.47","4"
"RBS","8474","VMM UK - Hoopla - National Geographic","February 2017","2","0.04","0"
"RBS","8474","VMM UK - Hoopla - National Geographic","March 2017","13","0.27","0"
"Costa Coffee","8474","VMM UK - Hoopla - National Geographic","March 2017","2","0.03","0"
"Mercedes UK","8474","VMM UK - Hoopla - National Geographic","February 2017","2","0.04","0"
"Mercedes UK","8474","VMM UK - Hoopla - National Geographic","March 2017","43","0.94","3"
"Toyota","8474","VMM UK - Hoopla - National Geographic","January 2017","33","0.86","0"
"Toyota","8474","VMM UK - Hoopla - National Geographic","February 2017","8","0.21","0"
"Toyota","8474","VMM UK - Hoopla - National Geographic","March 2017","3","0.08","0"
"Lexus","8474","VMM UK - Hoopla - National Geographic","February 2017","28","0.65","0"
"E One","8474","VMM UK - Hoopla - National Geographic","February 2017","310","6.82","21"
"Aviva","8474","VMM UK - Hoopla - National Geographic","January 2017","15","0.36","0"
"Aviva","8474","VMM UK - Hoopla - National Geographic","February 2017","28","0.42","1"
"Aviva","8474","VMM UK - Hoopla - National Geographic","March 2017","95","1.42","1"
"Omega Pharma","8474","VMM UK - Hoopla - National Geographic","January 2017","99","1.48","8"
"Omega Pharma","8474","VMM UK - Hoopla - National Geographic","February 2017","16","0.26","1"
"SCA","8474","VMM UK - Hoopla - National Geographic","March 2017","43","0.98","1"
"Birds Eye","8474","VMM UK - Hoopla - National Geographic","January 2017","45","0.81","4"
"Birds Eye","8474","VMM UK - Hoopla - National Geographic","February 2017","3","0.05","0"
"John Frieda","8630","VMM UK - Vungle Premium Mobile App","February 2017","165","2.97","0"
"John Frieda","8630","VMM UK - Vungle Premium Mobile App","March 2017","70","1.26","0"
"RBS","8630","VMM UK - Vungle Premium Mobile App","February 2017","204","4.28","1"
"RBS","8630","VMM UK - Vungle Premium Mobile App","March 2017","329","6.91","1"
"Omega Pharma","8630","VMM UK - Vungle Premium Mobile App","February 2017","3,531","52.96","57"
"Omega Pharma","8630","VMM UK - Vungle Premium Mobile App","March 2017","7,093","106.39","78"
"SCA","8630","VMM UK - Vungle Premium Mobile App","February 2017","160","3.61","0"
"SCA","8630","VMM UK - Vungle Premium Mobile App","March 2017","67","1.51","2"
"Birds Eye","8630","VMM UK - Vungle Premium Mobile App","January 2017","5,530","99.54","70"
"Birds Eye","8630","VMM UK - Vungle Premium Mobile App","February 2017","14,643","263.57","94"
"Birds Eye","8630","VMM UK - Vungle Premium Mobile App","March 2017","70,592","1,270.66","553"
"John Frieda","9141","VMM UK - Hoopla RON","February 2017","3,621","61.15","136"
"John Frieda","9141","VMM UK - Hoopla RON","March 2017","68","1.13","1"
"RBS","9141","VMM UK - Hoopla RON","February 2017","7,285","152.99","365"
"RBS","9141","VMM UK - Hoopla RON","March 2017","44,253","929.31","2,745"
"Costa Coffee","9141","VMM UK - Hoopla RON","March 2017","31","0.43","1"
"E One","9141","VMM UK - Hoopla RON","February 2017","20,703","455.47","561"
"Aviva","9141","VMM UK - Hoopla RON","February 2017","47,371","779.50","1,548"
"Aviva","9141","VMM UK - Hoopla RON","March 2017","63,233","948.49","3,470"
"Omega Pharma","9141","VMM UK - Hoopla RON","January 2017","3,447","51.70","135"
"Omega Pharma","9141","VMM UK - Hoopla RON","February 2017","56,285","876.25","2,807"
"Omega Pharma","9141","VMM UK - Hoopla RON","March 2017","2,360","35.40","120"
"Birds Eye","9141","VMM UK - Hoopla RON","January 2017","9,947","179.05","270"
"Birds Eye","9141","VMM UK - Hoopla RON","February 2017","21,096","379.73","459"
"Birds Eye","9141","VMM UK - Hoopla RON","March 2017","18","0.32","2"
"Mercedes UK","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","January 2017","3,541","77.90","34"
"Mercedes UK","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","February 2017","1,499","32.98","21"
"Mercedes UK","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","March 2017","1,842","38.71","18"
"Toyota","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","January 2017","3,801","98.83","98"
"Toyota","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","February 2017","3,368","87.57","88"
"Toyota","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","March 2017","1,150","29.90","22"
"Lexus","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","January 2017","1,538","33.89","35"
"Lexus","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","February 2017","2,395","56.43","71"
"Omega Pharma","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","January 2017","2,524","37.86","23"
"Omega Pharma","9271","VMM UK - Discovery Channel QuestTV PC Tag 1","February 2017","43","0.64","1"
"Mercedes UK","9273","VMM UK - Discovery Channel RON Mobile Web","January 2017","264","5.81","84"
"Mercedes UK","9273","VMM UK - Discovery Channel RON Mobile Web","February 2017","15","0.33","5"
"Mercedes UK","9273","VMM UK - Discovery Channel RON Mobile Web","March 2017","23","0.51","4"
"Mercedes UK","9274","VMM UK - Discovery Channel - Quest TV Mobile - Tag 1","January 2017","835","18.37","103"
"Mercedes UK","9274","VMM UK - Discovery Channel - Quest TV Mobile - Tag 1","February 2017","1,555","34.21","196"
"Mercedes UK","9274","VMM UK - Discovery Channel - Quest TV Mobile - Tag 1","March 2017","5,104","112.27","527"
"Omega Pharma","9274","VMM UK - Discovery Channel - Quest TV Mobile - Tag 1","January 2017","1,335","20.02","154"
"Omega Pharma","9274","VMM UK - Discovery Channel - Quest TV Mobile - Tag 1","February 2017","57","0.85","11"
"John Frieda","9275","AOD UK - Adx ESPN PMP","February 2017","5,028","80.64","37"
"John Frieda","9275","AOD UK - Adx ESPN PMP","March 2017","2,014","32.29","20"
"RBS","9275","AOD UK - Adx ESPN PMP","January 2017","197","4.14","24"
"RBS","9275","AOD UK - Adx ESPN PMP","February 2017","4,828","101.39","115"
"RBS","9275","AOD UK - Adx ESPN PMP","March 2017","7,020","147.42","153"
"Costa Coffee","9275","AOD UK - Adx ESPN PMP","March 2017","6,470","90.55","88"
"Molson Coors","9275","AOD UK - Adx ESPN PMP","March 2017","20","0.52","20"
"Aviva","9275","AOD UK - Adx ESPN PMP","January 2017","4","0.10","2"
"Aviva","9275","AOD UK - Adx ESPN PMP","February 2017","8,546","148.29","81"
"Aviva","9275","AOD UK - Adx ESPN PMP","March 2017","21,334","320.01","174"
"Omega Pharma","9275","AOD UK - Adx ESPN PMP","January 2017","2,724","40.86","28"
