"Advertiser","Placement ID","Placement Name","Date","Impressions","Spend","Clicks"
"Birds Eye","10326","VMM UK - Rubicon RTB INS M/L Player","September 2017","6,693","120.47","40"
"Omega Pharma","11228","VMM UK - Planet Knowledge GTD - Tag 1","September 2017","10","0.18","0"
"Aviva","11241","VMX UK - Venatus Mobile App EA Games","September 2017","155,062","2,791.12","670"
"Omega Pharma","11241","VMX UK - Venatus Mobile App EA Games","September 2017","19,457","350.23","62"
"SCA","11241","VMX UK - Venatus Mobile App EA Games","September 2017","66,961","1,778.33","186"
"Mercedes UK","11255","VMM UK - Discoverychannel.com RON Mobile Web","September 2017","7,050","175.81","431"
"Mercedes UK","11258","VMM UK - Discovery Channell RON PC","September 2017","5","0.13","0"
"RBS","11363","AOD UK - Perform RON Eplayer VAST","September 2017","100,802","2,398.24","28"
"Merial","11363","AOD UK - Perform RON Eplayer VAST","September 2017","174,018","3,480.36","16"
"Mercedes UK","11363","AOD UK - Perform RON Eplayer VAST","September 2017","78,282","1,883.71","87"
"Omega Pharma","11363","AOD UK - Perform RON Eplayer VAST","September 2017","76,522","1,648.73","4"
"SCA","11363","AOD UK - Perform RON Eplayer VAST","September 2017","60,330","1,327.26","4"
"Birds Eye","11363","AOD UK - Perform RON Eplayer VAST","September 2017","237,129","4,268.32","13"
"Aviva","11756","VMM UK - Snack Media NFL","September 2017","164","2.95","3"
"Omega Pharma","11756","VMM UK - Snack Media NFL","September 2017","55","0.99","1"
"SCA","11756","VMM UK - Snack Media NFL","September 2017","78","1.72","0"
"RBS","12363","VMM UK - Bloomberg Mid-Roll","September 2017","937","21.53","2"
"Omega Pharma","12477","VMM UK - SGN GTD","September 2017","1","0.02","0"
"SCA","12477","VMM UK - SGN GTD","September 2017","13","0.29","0"
"Birds Eye","12477","VMM UK - SGN GTD","September 2017","4","0.07","0"
"RBS","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","September 2017","144","3.02","0"
"Merial","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","September 2017","57,625","1,152.50","382"
"Mercedes UK","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","September 2017","29,307","725.86","387"
"Aviva","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","September 2017","104,310","1,877.58","961"
"Omega Pharma","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","September 2017","22,724","409.03","160"
"SCA","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","September 2017","91,463","2,144.73","483"
"Birds Eye","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","September 2017","76,462","1,376.31","223"
"Mercedes UK","13730","VMM UK - Bloomberg Pre-Roll","September 2017","1,179","29.47","18"
"RBS","14360","VMM UK - Spotify Desktop App_RTB","September 2017","280","5.88","2"
"Merial","14360","VMM UK - Spotify Desktop App_RTB","September 2017","1,733","34.66","5"
"Mercedes UK","14360","VMM UK - Spotify Desktop App_RTB","September 2017","16,585","402.99","79"
"Aviva","14360","VMM UK - Spotify Desktop App_RTB","September 2017","4,189","75.40","15"
"Omega Pharma","14360","VMM UK - Spotify Desktop App_RTB","September 2017","3","0.05","1"
"SCA","14360","VMM UK - Spotify Desktop App_RTB","September 2017","2,569","56.52","12"
"Birds Eye","14360","VMM UK - Spotify Desktop App_RTB","September 2017","77","1.39","0"
"RBS","15204","VMM UK - Time Inc O & O","September 2017","157","3.30","0"
"Merial","15204","VMM UK - Time Inc O & O","September 2017","1,308","26.16","17"
"Mercedes UK","15204","VMM UK - Time Inc O & O","September 2017","167,464","4,185.06","363"
"Aviva","15204","VMM UK - Time Inc O & O","September 2017","605","10.89","0"
"Omega Pharma","15204","VMM UK - Time Inc O & O","September 2017","373","6.71","3"
"SCA","15204","VMM UK - Time Inc O & O","September 2017","840","19.71","3"
"Birds Eye","15204","VMM UK - Time Inc O & O","September 2017","680","12.24","1"
"RBS","15515","Vivaki UK - RBS Deal ID - LoopMe Pre-roll (PR-23-20160315)","September 2017","27,222","680.55","381"
"RBS","15516","Vivaki UK - RBS Deal ID - LoopMe Native (13-20160315)","September 2017","78,489","1,962.23","778"
"Mercedes UK","16190","VMM UK - Trinity Mirror Desktop","September 2017","456","11.40","2"
"SCA","16190","VMM UK - Trinity Mirror Desktop","September 2017","15","0.34","1"
"Birds Eye","16190","VMM UK - Trinity Mirror Desktop","September 2017","678","12.20","1"
"Aviva","16482","VMM UK - Vintage TV Mobile App","September 2017","8","0.14","0"
"SCA","16482","VMM UK - Vintage TV Mobile App","September 2017","1","0.02","0"
"Birds Eye","22132","VMM UK - SpotXchange - ESI","September 2017","1","0.02","0"
"RBS","22964","VMM UK - View TV - Only Motors - GTD VAST 2 Linear test","September 2017","3","0.06","0"
"RBS","22999","VMM UK - EA Apps - Third Presence","September 2017","20,508","430.67","1,069"
"Merial","22999","VMM UK - EA Apps - Third Presence","September 2017","38,267","765.34","2,560"
"Omega Pharma","22999","VMM UK - EA Apps - Third Presence","September 2017","4,786","86.15","444"
"SCA","22999","VMM UK - EA Apps - Third Presence","September 2017","28,421","764.91","1,501"
"Birds Eye","22999","VMM UK - EA Apps - Third Presence","September 2017","29,722","534.99","1,712"
"RBS","23008","AOD UK - Zenith - Teads Deal ID - RBS August 2017","September 2017","78,211","1,955.28","272"
"RBS","24354","Vivaki UK - C4 FF - Advertiser 30"" -  NatWest September 2017","September 2017","838,365","27,811.52","1,709"
"RBS","24358","VMM UK - 90 Min Mobile VPAID JS","September 2017","23,667","497.01","220"
"Omega Pharma","24358","VMM UK - 90 Min Mobile VPAID JS","September 2017","47,141","848.54","57"
"SCA","24358","VMM UK - 90 Min Mobile VPAID JS","September 2017","116,878","2,571.32","364"
"RBS","24749","VMM UK - Minute Media Audience Extension","September 2017","3,072","64.51","1"
"Merial","24749","VMM UK - Minute Media Audience Extension","September 2017","91,568","1,831.36","32"
"Omega Pharma","24749","VMM UK - Minute Media Audience Extension","September 2017","4,588","82.58","3"
"Birds Eye","24749","VMM UK - Minute Media Audience Extension","September 2017","86,864","1,563.55","24"
"RBS","25431","VMM UK - Gaming Apps - Third Presence","September 2017","22,910","481.11","944"
"Merial","25431","VMM UK - Gaming Apps - Third Presence","September 2017","45,061","901.22","1,720"
"Omega Pharma","25431","VMM UK - Gaming Apps - Third Presence","September 2017","5,840","105.12","279"
"SCA","25431","VMM UK - Gaming Apps - Third Presence","September 2017","42,781","1,065.94","1,712"
"Birds Eye","25431","VMM UK - Gaming Apps - Third Presence","September 2017","19,072","343.30","645"
"RBS","26163","VMM UK - Spotify Mobile","September 2017","11","0.23","0"
"Merial","26163","VMM UK - Spotify Mobile","September 2017","409","8.18","13"
"Mercedes UK","26163","VMM UK - Spotify Mobile","September 2017","17,573","439.23","654"
"Aviva","26163","VMM UK - Spotify Mobile","September 2017","80","1.44","3"
"Omega Pharma","26163","VMM UK - Spotify Mobile","September 2017","132","2.38","1"
"SCA","26163","VMM UK - Spotify Mobile","September 2017","290","6.38","11"
"Birds Eye","26163","VMM UK - Spotify Mobile","September 2017","165","2.97","6"
"Aviva","26458","AOD UK - Zenith - Teads - Aviva - Adults 25-54_Jan-17","September 2017","123,235","2,957.63","418"
"Birds Eye","29771","VMM UK - Bloomberg Mid-Roll 2","September 2017","2,351","42.32","0"
"Mercedes UK","29773","VMM UK - Bloomberg Mid-Roll 4","September 2017","3,278","81.95","3"
"RBS","29898","VMM UK - Pretty 52 Mobile Fixed Price","September 2017","565","13.56","0"
"Merial","29898","VMM UK - Pretty 52 Mobile Fixed Price","September 2017","69","1.38","0"
"Omega Pharma","29898","VMM UK - Pretty 52 Mobile Fixed Price","September 2017","2,638","59.30","0"
"SCA","29898","VMM UK - Pretty 52 Mobile Fixed Price","September 2017","4","0.09","0"
"Birds Eye","29898","VMM UK - Pretty 52 Mobile Fixed Price","September 2017","23","0.41","0"
"RBS","30020","VMM UK - Sportbible Mobile Fixed Price","September 2017","1,181","28.34","0"
"Merial","30020","VMM UK - Sportbible Mobile Fixed Price","September 2017","396","7.92","0"
"Omega Pharma","30020","VMM UK - Sportbible Mobile Fixed Price","September 2017","2,664","59.89","1"
"Birds Eye","30020","VMM UK - Sportbible Mobile Fixed Price","September 2017","4","0.07","0"
"RBS","30183","VMM UK - Tremor - Warner Bros","September 2017","25","0.53","1"
"Merial","30183","VMM UK - Tremor - Warner Bros","September 2017","26","0.52","0"
"Aviva","30322","Vivaki UK - C4 FF - Advertiser 20"" -  Aviva_UKDI Car_Mar 17","September 2017","2,038,894","57,945.37","3,947"
"Aviva","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","September 2017","17","0.31","0"
"SCA","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","September 2017","2,200","48.40","8"
"Mercedes UK","30842","VMM UK - View TV - Only Motors 1","September 2017","3","0.08","0"
"Aviva","30842","VMM UK - View TV - Only Motors 1","September 2017","4","0.07","0"
"Omega Pharma","30842","VMM UK - View TV - Only Motors 1","September 2017","7","0.13","0"
"SCA","30842","VMM UK - View TV - Only Motors 1","September 2017","10","0.22","0"
"Birds Eye","30842","VMM UK - View TV - Only Motors 1","September 2017","6","0.11","0"
"Aviva","30843","VMM UK - View TV - Only Motors 2","September 2017","3","0.05","0"
"Omega Pharma","30843","VMM UK - View TV - Only Motors 2","September 2017","1","0.02","0"
"SCA","30843","VMM UK - View TV - Only Motors 2","September 2017","6","0.13","0"
"Birds Eye","30843","VMM UK - View TV - Only Motors 2","September 2017","2","0.04","0"
"RBS","30844","VMM UK - View TV - Only Motors 3","September 2017","1","0.02","0"
"Mercedes UK","30844","VMM UK - View TV - Only Motors 3","September 2017","8","0.20","0"
"Aviva","30844","VMM UK - View TV - Only Motors 3","September 2017","1","0.02","0"
"Omega Pharma","30844","VMM UK - View TV - Only Motors 3","September 2017","1","0.02","0"
"SCA","30844","VMM UK - View TV - Only Motors 3","September 2017","3","0.07","0"
"Birds Eye","30844","VMM UK - View TV - Only Motors 3","September 2017","1","0.02","0"
"RBS","31143","VMM UK - Conde Nast - Desktop","September 2017","8","0.17","0"
"Merial","31143","VMM UK - Conde Nast - Desktop","September 2017","23","0.46","0"
"Mercedes UK","31143","VMM UK - Conde Nast - Desktop","September 2017","1,461","36.52","21"
"Aviva","31143","VMM UK - Conde Nast - Desktop","September 2017","14","0.25","0"
"Omega Pharma","31143","VMM UK - Conde Nast - Desktop","September 2017","21","0.38","0"
"SCA","31143","VMM UK - Conde Nast - Desktop","September 2017","4","0.09","0"
"RBS","31144","VMM UK - View TV - DAI Linear 2","September 2017","75","1.58","0"
"Merial","31144","VMM UK - View TV - DAI Linear 2","September 2017","115","2.30","1"
"Mercedes UK","31144","VMM UK - View TV - DAI Linear 2","September 2017","2,422","60.24","20"
"Aviva","31144","VMM UK - View TV - DAI Linear 2","September 2017","40","0.72","0"
"Omega Pharma","31144","VMM UK - View TV - DAI Linear 2","September 2017","28","0.50","0"
"SCA","31144","VMM UK - View TV - DAI Linear 2","September 2017","82","1.81","0"
"RBS","31145","VMM UK - View TV - DAI Linear 3","September 2017","67","1.41","0"
"Merial","31145","VMM UK - View TV - DAI Linear 3","September 2017","50","1.00","0"
"Mercedes UK","31145","VMM UK - View TV - DAI Linear 3","September 2017","1,683","42.06","5"
"Aviva","31145","VMM UK - View TV - DAI Linear 3","September 2017","36","0.65","0"
"Omega Pharma","31145","VMM UK - View TV - DAI Linear 3","September 2017","12","0.22","0"
"SCA","31145","VMM UK - View TV - DAI Linear 3","September 2017","99","2.18","0"
"Birds Eye","31146","VMM UK - Snack Media NFL - Mobile App","September 2017","83","1.49","4"
"Mercedes UK","31428","VMM UK - Conde Nast - Mobile","September 2017","104","2.60","13"
"Mercedes UK","31549","VMM UK - Sports New Media - VPAID JS","September 2017","1,628","40.70","11"
"Birds Eye","31549","VMM UK - Sports New Media - VPAID JS","September 2017","98","1.76","0"
"Mercedes UK","31550","VMM UK - Sports New Media - Mobile - VPAID JS","September 2017","34,437","860.92","2,346"
"SCA","31550","VMM UK - Sports New Media - Mobile - VPAID JS","September 2017","356","7.83","28"
"Birds Eye","31550","VMM UK - Sports New Media - Mobile - VPAID JS","September 2017","12,586","226.55","769"
"Merial","31565","VMM UK - IBTimes 80s - VPAID JS","September 2017","929","18.58","1"
"SCA","31565","VMM UK - IBTimes 80s - VPAID JS","September 2017","1,957","43.05","3"
"RBS","31714","VMM UK - Ladbible Mobile Fixed Price VAST","September 2017","25,071","601.58","22"
"Merial","31714","VMM UK - Ladbible Mobile Fixed Price VAST","September 2017","5,856","117.12","5"
"Omega Pharma","31714","VMM UK - Ladbible Mobile Fixed Price VAST","September 2017","13,778","309.52","18"
"SCA","31714","VMM UK - Ladbible Mobile Fixed Price VAST","September 2017","1","0.02","0"
"Birds Eye","31714","VMM UK - Ladbible Mobile Fixed Price VAST","September 2017","413","7.43","0"
"Mercedes UK","31722","VMM UK - Time Inc. Syndicated - VPAID JS","September 2017","34,528","863.20","4"
"Birds Eye","31722","VMM UK - Time Inc. Syndicated - VPAID JS","September 2017","27","0.49","0"
"SCA","31922","AOD - Channel 4 - Advertiser 20"" - SCA TENA PADS - 2017 April Sep","September 2017","5","0.19","0"
"Mercedes UK","32019","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes Smart May 2017","September 2017","434,163","14,831.00","937"
"RBS","32950","VMM UK - The Telegraph PC - VPAID JS","September 2017","4","0.08","0"
"Merial","32950","VMM UK - The Telegraph PC - VPAID JS","September 2017","49","0.98","3"
"Mercedes UK","32950","VMM UK - The Telegraph PC - VPAID JS","September 2017","14","0.32","1"
"Aviva","32950","VMM UK - The Telegraph PC - VPAID JS","September 2017","17","0.31","1"
"Omega Pharma","32950","VMM UK - The Telegraph PC - VPAID JS","September 2017","123","2.21","6"
"SCA","32950","VMM UK - The Telegraph PC - VPAID JS","September 2017","18","0.40","1"
"Birds Eye","32950","VMM UK - The Telegraph PC - VPAID JS","September 2017","46","0.83","1"
"Carpetright","35818","Vivaki UK - C4 FF - Advertiser 30"" -  Carpetright 2017 - July","September 2017","460,904","18,486.86","1,060"
"Mercedes UK","35869","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes - AUC - July 2017 ABC1","September 2017","573,945","18,991.84","1,077"
"Mercedes UK","35927","Vivaki UK - C4 FF - Mercedes 20"" - Vans Sept 2017 Copy 1","September 2017","173,528","6,960.21","228"
"Mercedes UK","35928","Vivaki UK - C4 FF - Mercedes 20"" - Vans Sept 2017 Copy 2","September 2017","173,406","6,955.31","201"
"Mercedes UK","35929","Vivaki UK - C4 FF - Mercedes 20"" - Vans Sept 2017 Copy 3","September 2017","173,466","6,957.72","278"
"Merial","35991","AOD - Channel 4 - Advertiser 30"" -  Merial Frontline - 2017 July Sep","September 2017","1,037,591","34,686.67","1,933"
"Molson Coors","36528","Vivaki UK - C4 FF - Molson Coors 30"" - Coors Light - September 2017","September 2017","294,423","11,809.31","2,267"
"SCA","37059","AOD - Channel 4 - Advertiser 30"" -  SCA Bodyform - 2017 August September","September 2017","94,354","3,491.10","226"
"Merial","37264","VMM UK - CBSi","September 2017","5,752","115.04","39"
"Aviva","37264","VMM UK - CBSi","September 2017","943","16.97","7"
"Omega Pharma","37264","VMM UK - CBSi","September 2017","492","8.86","0"
"Birds Eye","37264","VMM UK - CBSi","September 2017","3,289","59.20","11"
"SCA","37279","Vivaki UK - C4 FF - SCA - Plenty - Aug 2017 - 20""","September 2017","738,532","24,371.56","1,993"
"Birds Eye","37301","Vivaki UK - C4 FF - Birds Eye 20"" - Poultry - September 2017","September 2017","580,946","16,504.68","969"
"Birds Eye","37303","Vivaki UK - C4 FF - Birds Eye 20"" - Coated Fish - September 2017","September 2017","362,132","10,288.17","597"
"Birds Eye","37305","Vivaki UK - C4 FF - Birds Eye 20"" - Fish Fingers - September 2017","September 2017","459,314","13,049.11","684"
"John Frieda","37319","Vivaki UK - C4 FF - John Frieda 20"" -  2017 John Frieda Frizz Ease Sept","September 2017","673,203","19,125.70","1,180"
"Mercedes UK","37412","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes GLA Copy 1 September 2017 - ABC1","September 2017","1,101,277","38,643.81","1,904"
"SCA","37469","Vivaki UK - C4 FF - SCA - Lights by TENA - Sep 2017 - 20""","September 2017","350,006","12,124.21","378"
"E One","37511","Vivaki UK - C4 FF - eOne 10"" - eOne_Sleepless DVD","September 2017","520,587","8,701.61","1,065"
"Molson Coors","37515","Vivaki UK - C4 FF - Molson Coors 30"" - Coors Light Sep-Nov - September 2017","September 2017","786,183","26,282.10","3,040"
"RBS","37827","Vivaki UK - C4 FF - Advertiser 60"" - Natwest - WAWWD Sept 2017","September 2017","525,333","35,123.76","3,031"
