impression_date,advertiser_name,deal_id,deal_name,Impressions,Clicks,Currency, Cost 
2017_08_03,SCA_UK_Zenith,svn_PETS,Pet Lovers,3,0,GBP,£0.02
2017_08_03,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,3,0,GBP,£0.02
2017_08_03,SCA_UK_Zenith,Sovrn_HV1,High Viewability,3,0,GBP,£0.01
2017_08_03,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,"1,110",0,GBP,£18.82
2017_08_03,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,65,0,GBP,£0.27
2017_08_03,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,"1,922",12,GBP,£20.76
2017_08_03,SCA_UK_Zenith,svn_FAMILY,Family Matters,1,0,GBP,£0.01
2017_08_03,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,1,0,GBP,£0.01
2017_08_03,SCA_UK_Zenith,svn_STYLE,Fashionistas,6,0,GBP,£0.03
2017_08_03,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,112,0,GBP,£1.57
2017_08_03,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"3,477",42,GBP,£81.07
2017_08_03,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,880",5,GBP,£10.19
2017_08_03,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,2,0,GBP,£0.01
2017_08_03,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"7,375",25,GBP,£40.04
2017_08_03,SCA_UK_Zenith,svn_HOME,Home Improvement,3,0,GBP,£0.02
2017_08_03,SCA_UK_Zenith,svn_NEWS,Newshounds,1,0,GBP,£0.01
2017_08_03,SCA_UK_Zenith,svn_TRAVEL,Jet Setters,1,0,GBP,£0.00
2017_08_04,SCA_UK_Zenith,Sovrn_HV1,High Viewability,2,0,GBP,£0.01
2017_08_04,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,677,1,GBP,£11.40
2017_08_04,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,120,0,GBP,£1.38
2017_08_04,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,70,0,GBP,£0.29
2017_08_04,SCA_UK_Zenith,Unknown,Unknown,"346,278",375,GBP,"£1,018.05"
2017_08_04,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,3,0,GBP,£0.02
2017_08_04,SCA_UK_Zenith,svn_PETS,Pet Lovers,4,0,GBP,£0.02
2017_08_04,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,3,0,GBP,£0.02
2017_08_04,SCA_UK_Zenith,svn_STYLE,Fashionistas,4,0,GBP,£0.02
2017_08_04,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,100,0,GBP,£1.39
2017_08_04,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,"1,026",6,GBP,£11.03
2017_08_04,SCA_UK_Zenith,svn_FAMILY,Family Matters,1,0,GBP,£0.01
2017_08_04,SCA_UK_Zenith,OX-dip-EiENas,AO - OpenX RTB - GoViral Inc. - OX-dip-EiENas,1,0,GBP,£0.01
2017_08_04,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,1,0,GBP,£0.01
2017_08_04,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,979",128,GBP,£246.39
2017_08_04,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"8,314",29,GBP,£45.01
2017_08_04,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"2,796",38,GBP,£64.64
2017_08_04,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"2,045",2,GBP,£11.04
2017_08_04,SCA_UK_Zenith,svn_TRAVEL,Jet Setters,2,0,GBP,£0.01
2017_08_04,SCA_UK_Zenith,OX-33a-bWjc5I,AO - OpenX RTB - 33Across - OX-33a-bWjc5I,1,0,GBP,£0.00
2017_08_05,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,1,0,GBP,£0.02
2017_08_05,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,46,0,GBP,£0.20
2017_08_05,SCA_UK_Zenith,svn_FINANCE,Financial Investors,5,0,GBP,£0.03
2017_08_05,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,0,1,GBP,
2017_08_05,SCA_UK_Zenith,svn_NEWS,Newshounds,2,0,GBP,£0.01
2017_08_05,SCA_UK_Zenith,svn_STYLE,Fashionistas,4,0,GBP,£0.02
2017_08_05,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,10,0,GBP,£0.11
2017_08_05,SCA_UK_Zenith,Unknown,Unknown,"322,258",426,GBP,"£1,011.43"
2017_08_05,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,4,0,GBP,£0.02
2017_08_05,SCA_UK_Zenith,svn_PETS,Pet Lovers,1,0,GBP,£0.01
2017_08_05,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,2,0,GBP,£0.01
2017_08_05,SCA_UK_Zenith,SVNAUTO,Sovrn Index: Automotive,1,0,GBP,£0.01
2017_08_05,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,569",146,GBP,£237.67
2017_08_05,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"8,444",25,GBP,£45.69
2017_08_05,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,17,0,GBP,£0.18
2017_08_05,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,1,0,GBP,£0.01
2017_08_05,SCA_UK_Zenith,svn_FOOD,Foodies,2,0,GBP,£0.01
2017_08_05,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"3,003",84,GBP,£69.46
2017_08_05,SCA_UK_Zenith,Sovrn_HV1,High Viewability,3,0,GBP,£0.01
2017_08_05,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,516",3,GBP,£8.19
2017_08_06,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"2,918",91,GBP,£67.97
2017_08_06,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,655",2,GBP,£8.96
2017_08_06,SCA_UK_Zenith,svn_STYLE,Fashionistas,3,0,GBP,£0.02
2017_08_06,SCA_UK_Zenith,svn_FINANCE,Financial Investors,2,0,GBP,£0.01
2017_08_06,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,1,0,GBP,£0.01
2017_08_06,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,727",156,GBP,£243.29
2017_08_06,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,5,0,GBP,£0.06
2017_08_06,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"9,046",21,GBP,£49.11
2017_08_06,SCA_UK_Zenith,Unknown,Unknown,"352,554",445,GBP,"£1,051.63"
2017_08_06,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,13,0,GBP,£0.08
2017_08_06,SCA_UK_Zenith,svn_PETS,Pet Lovers,4,0,GBP,£0.02
2017_08_06,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,9,0,GBP,£0.05
2017_08_06,SCA_UK_Zenith,SVNAUTO,Sovrn Index: Automotive,1,0,GBP,£0.01
2017_08_06,SCA_UK_Zenith,svn_TRAVEL,Jet Setters,1,0,GBP,£0.01
2017_08_06,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,64,0,GBP,£0.69
2017_08_06,SCA_UK_Zenith,Sovrn_HV1,High Viewability,3,0,GBP,£0.02
2017_08_06,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,1,0,GBP,£0.00
2017_08_06,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,3,0,GBP,£0.05
2017_08_06,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,37,0,GBP,£0.16
2017_08_07,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,36,0,GBP,£0.51
2017_08_07,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"2,963",51,GBP,£69.02
2017_08_07,SCA_UK_Zenith,OX-pmc-Vude2j,AO - OpenX - PMC - OX-pmc-Vude2j,1,0,GBP,£0.00
2017_08_07,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"2,019",1,GBP,£10.92
2017_08_07,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,3,0,GBP,£0.02
2017_08_07,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,677",147,GBP,£242.03
2017_08_07,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"9,687",26,GBP,£52.58
2017_08_07,SCA_UK_Zenith,svn_FINANCE,Financial Investors,4,0,GBP,£0.02
2017_08_07,SCA_UK_Zenith,svn_HOME,Home Improvement,1,0,GBP,£0.00
2017_08_07,SCA_UK_Zenith,svn_NEWS,Newshounds,4,0,GBP,£0.02
2017_08_07,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,140,0,GBP,£1.62
2017_08_07,SCA_UK_Zenith,Unknown,Unknown,"330,458",328,GBP,"£1,065.66"
2017_08_07,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,2,0,GBP,£0.01
2017_08_07,SCA_UK_Zenith,svn_PETS,Pet Lovers,4,0,GBP,£0.02
2017_08_07,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,7,0,GBP,£0.04
2017_08_07,SCA_UK_Zenith,Sovrn_HV1,High Viewability,3,0,GBP,£0.02
2017_08_07,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,283,1,GBP,£4.80
2017_08_07,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,65,0,GBP,£0.27
2017_08_07,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,739,3,GBP,£7.99
2017_08_07,SCA_UK_Zenith,svn_STYLE,Fashionistas,4,0,GBP,£0.02
2017_08_08,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,5,0,GBP,£0.03
2017_08_08,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,2,0,GBP,£0.01
2017_08_08,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,703",130,GBP,£242.54
2017_08_08,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"8,213",26,GBP,£44.52
2017_08_08,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"2,942",54,GBP,£68.48
2017_08_08,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,843",3,GBP,£9.97
2017_08_08,SCA_UK_Zenith,svn_TRAVEL,Jet Setters,1,0,GBP,£0.01
2017_08_08,SCA_UK_Zenith,svn_FINANCE,Financial Investors,2,0,GBP,£0.01
2017_08_08,SCA_UK_Zenith,svn_HOME,Home Improvement,2,0,GBP,£0.01
2017_08_08,SCA_UK_Zenith,Sovrn_HV1,High Viewability,5,0,GBP,£0.03
2017_08_08,SCA_UK_Zenith,svn_NEWS,Newshounds,3,0,GBP,£0.01
2017_08_08,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,603,0,GBP,£10.22
2017_08_08,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,308,0,GBP,£3.56
2017_08_08,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,105,0,GBP,£0.50
2017_08_08,SCA_UK_Zenith,Unknown,Unknown,"347,399",305,GBP,"£1,056.02"
2017_08_08,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,6,0,GBP,£0.03
2017_08_08,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,7,0,GBP,£0.04
2017_08_08,SCA_UK_Zenith,svn_STYLE,Fashionistas,2,0,GBP,£0.01
2017_08_08,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,41,0,GBP,£0.57
2017_08_08,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,"1,004",5,GBP,£10.80
2017_08_08,SCA_UK_Zenith,svn_FAMILY,Family Matters,1,0,GBP,£0.00
2017_08_09,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,683",119,GBP,£242.26
2017_08_09,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"8,715",29,GBP,£47.39
2017_08_09,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,900,12,GBP,£9.70
2017_08_09,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.01
2017_08_09,SCA_UK_Zenith,svn_HEALTH,Health Gurus,2,0,GBP,£0.01
2017_08_09,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",2,0,GBP,£0.03
2017_08_09,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,21,0,GBP,£0.11
2017_08_09,SCA_UK_Zenith,svn_FOOD,Foodies,8,0,GBP,£0.04
2017_08_09,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,1,0,GBP,£0.00
2017_08_09,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"2,965",65,GBP,£68.78
2017_08_09,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,605",0,GBP,£8.69
2017_08_09,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,"1,106",1,GBP,£18.70
2017_08_09,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,67,0,GBP,£0.31
2017_08_09,SCA_UK_Zenith,svn_FINANCE,Financial Investors,2,0,GBP,£0.01
2017_08_09,SCA_UK_Zenith,svn_HOME,Home Improvement,1,0,GBP,£0.01
2017_08_09,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,2,0,GBP,£0.01
2017_08_09,SCA_UK_Zenith,svn_TECH,Gadget Fans,1,0,GBP,£0.00
2017_08_09,SCA_UK_Zenith,svn_NEWS,Newshounds,1,0,GBP,£0.01
2017_08_09,SCA_UK_Zenith,svn_STYLE,Fashionistas,2,0,GBP,£0.01
2017_08_09,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,359,0,GBP,£4.14
2017_08_09,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,91,0,GBP,£1.26
2017_08_09,SCA_UK_Zenith,Unknown,Unknown,"375,052",441,GBP,"£1,047.96"
2017_08_09,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,5,0,GBP,£0.03
2017_08_09,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,2,0,GBP,£0.01
2017_08_09,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,3,0,GBP,£0.02
2017_08_10,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,73,0,GBP,£1.02
2017_08_10,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",1,0,GBP,£0.03
2017_08_10,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"2,965",47,GBP,£69.10
2017_08_10,SCA_UK_Zenith,OX-pmc-Vude2j,AO - OpenX - PMC - OX-pmc-Vude2j,1,0,GBP,£0.00
2017_08_10,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,994",8,GBP,£10.81
2017_08_10,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,1,0,GBP,£0.01
2017_08_10,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,629",115,GBP,£242.02
2017_08_10,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"9,229",38,GBP,£50.14
2017_08_10,SCA_UK_Zenith,svn_FINANCE,Financial Investors,1,0,GBP,£0.01
2017_08_10,SCA_UK_Zenith,svn_HOME,Home Improvement,2,0,GBP,£0.01
2017_08_10,SCA_UK_Zenith,svn_LAWGOVT,Politicos,4,0,GBP,£0.02
2017_08_10,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",51,0,GBP,£0.79
2017_08_10,SCA_UK_Zenith,svn_FOOD,Foodies,13,0,GBP,£0.07
2017_08_10,SCA_UK_Zenith,svn_NEWS,Newshounds,1,0,GBP,£0.01
2017_08_10,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,343,0,GBP,£3.97
2017_08_10,SCA_UK_Zenith,Unknown,Unknown,"356,350",427,GBP,"£1,050.43"
2017_08_10,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,3,0,GBP,£0.02
2017_08_10,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,6,0,GBP,£0.03
2017_08_10,SCA_UK_Zenith,Sovrn_HV1,High Viewability,4,0,GBP,£0.02
2017_08_10,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,978,0,GBP,£16.58
2017_08_10,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,57,0,GBP,£0.26
2017_08_10,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,866,2,GBP,£9.34
2017_08_10,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,2,0,GBP,£0.01
2017_08_10,SCA_UK_Zenith,svn_FAMILY,Family Matters,1,0,GBP,£0.00
2017_08_10,SCA_UK_Zenith,svn_HEALTH,Health Gurus,4,0,GBP,£0.02
2017_08_10,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,2,0,GBP,£0.01
2017_08_10,SCA_UK_Zenith,svn_TECH,Gadget Fans,8,0,GBP,£0.04
2017_08_10,SCA_UK_Zenith,OX-jus-46eZCE,AO - OpenX - Just Premium,1,0,GBP,£0.01
2017_08_10,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,22,1,GBP,£0.12
2017_08_10,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,2,0,GBP,£0.01
2017_08_10,SCA_UK_Zenith,svn_STYLE,Fashionistas,1,0,GBP,£0.00
2017_08_11,SCA_UK_Zenith,OX-pmc-Vude2j,AO - OpenX - PMC - OX-pmc-Vude2j,1,0,GBP,£0.00
2017_08_11,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,22,0,GBP,£0.12
2017_08_11,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,1,0,GBP,£0.01
2017_08_11,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,616",130,GBP,£241.44
2017_08_11,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"9,138",29,GBP,£49.67
2017_08_11,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"2,986",50,GBP,£69.50
2017_08_11,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",4,0,GBP,£0.06
2017_08_11,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,857",4,GBP,£10.05
2017_08_11,SCA_UK_Zenith,svn_FOOD,Foodies,7,0,GBP,£0.04
2017_08_11,SCA_UK_Zenith,svn_FINANCE,Financial Investors,2,0,GBP,£0.01
2017_08_11,SCA_UK_Zenith,svn_HOME,Home Improvement,3,0,GBP,£0.02
2017_08_11,SCA_UK_Zenith,svn_LAWGOVT,Politicos,1,0,GBP,£0.01
2017_08_11,SCA_UK_Zenith,Sovrn_HV1,High Viewability,7,0,GBP,£0.04
2017_08_11,SCA_UK_Zenith,svn_NEWS,Newshounds,1,0,GBP,£0.01
2017_08_11,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,371,0,GBP,£6.28
2017_08_11,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,521,1,GBP,£6.04
2017_08_11,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,60,0,GBP,£0.25
2017_08_11,SCA_UK_Zenith,Unknown,Unknown,"320,394",403,GBP,"£1,059.57"
2017_08_11,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,3,0,GBP,£0.02
2017_08_11,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,4,0,GBP,£0.02
2017_08_11,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,1,0,GBP,£0.01
