"Advertiser","Placement ID","Placement Name","Date","Impressions","Spend","Clicks"
"Birds Eye","12477","VMM UK - SGN GTD","August 2017","2","0.04","0"
"Merial","12797","VMM UK - Snack Media Football Fancast - Mobile Web","August 2017","112","2.24","8"
"Mercedes UK","12797","VMM UK - Snack Media Football Fancast - Mobile Web","August 2017","213","5.32","17"
"Omega Pharma","12797","VMM UK - Snack Media Football Fancast - Mobile Web","August 2017","1","0.02","0"
"Birds Eye","12797","VMM UK - Snack Media Football Fancast - Mobile Web","August 2017","12","0.22","0"
"Mercedes UK","12900","VMM UK - Bloomberg Mobile","August 2017","131","3.27","1"
"Merial","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","August 2017","116,829","2,336.58","396"
"Mercedes UK","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","August 2017","13,919","345.62","206"
"Aviva","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","August 2017","32,178","579.20","481"
"Omega Pharma","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","August 2017","46,020","828.36","193"
"SCA","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","August 2017","26,030","663.77","46"
"Birds Eye","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","August 2017","45,454","818.17","140"
"Mercedes UK","13730","VMM UK - Bloomberg Pre-Roll","August 2017","527","13.17","9"
"Aviva","13767","VMM UK - Planet Knowledge GTD  - Tag 2","August 2017","17","0.31","0"
"Omega Pharma","13767","VMM UK - Planet Knowledge GTD  - Tag 2","August 2017","10","0.18","0"
"Merial","14360","VMM UK - Spotify Desktop App_RTB","August 2017","954","19.08","5"
"Mercedes UK","14360","VMM UK - Spotify Desktop App_RTB","August 2017","1,311","32.75","5"
"Aviva","14360","VMM UK - Spotify Desktop App_RTB","August 2017","2,721","48.98","4"
"Omega Pharma","14360","VMM UK - Spotify Desktop App_RTB","August 2017","1,764","31.75","3"
"Birds Eye","14360","VMM UK - Spotify Desktop App_RTB","August 2017","20","0.36","0"
"Merial","15204","VMM UK - Time Inc O & O","August 2017","431","8.62","2"
"Mercedes UK","15204","VMM UK - Time Inc O & O","August 2017","61,852","1,546.07","129"
"Aviva","15204","VMM UK - Time Inc O & O","August 2017","379","6.82","2"
"Omega Pharma","15204","VMM UK - Time Inc O & O","August 2017","33","0.59","0"
"SCA","15204","VMM UK - Time Inc O & O","August 2017","7,522","158.89","60"
"Birds Eye","15204","VMM UK - Time Inc O & O","August 2017","38","0.68","0"
"RBS","15515","Vivaki UK - RBS Deal ID - LoopMe Pre-roll (PR-23-20160315)","August 2017","5,378","134.45","348"
"RBS","15516","Vivaki UK - RBS Deal ID - LoopMe Native (13-20160315)","August 2017","2,945","73.63","219"
"Aviva","16482","VMM UK - Vintage TV Mobile App","August 2017","3","0.05","0"
"Omega Pharma","16482","VMM UK - Vintage TV Mobile App","August 2017","2","0.04","0"
"Omega Pharma","21623","Vivaki UK - C4 FF - Omega 20"" - Lyclear","August 2017","200,805","5,186.85","270"
"Birds Eye","22132","VMM UK - Spot Xchange - ESI","August 2017","11","0.20","0"
"Merial","22999","VMM UK - EA Apps - Third Presence","August 2017","5,837","116.74","524"
"Omega Pharma","22999","VMM UK - EA Apps - Third Presence","August 2017","4,814","86.65","310"
"SCA","22999","VMM UK - EA Apps - Third Presence","August 2017","103,008","1,887.78","11,795"
"Birds Eye","22999","VMM UK - EA Apps - Third Presence","August 2017","30,932","556.78","2,833"
"RBS","23008","AOD UK - Zenith - Teads Deal ID - RBS August 2017","August 2017","5,484","137.10","16"
"Merial","24358","VMM UK - 90 Min Mobile VPAID JS","August 2017","10,230","204.60","6"
"Mercedes UK","24358","VMM UK - 90 Min Mobile VPAID JS","August 2017","8,949","223.72","6"
"Aviva","24358","VMM UK - 90 Min Mobile VPAID JS","August 2017","72,634","1,307.41","19"
"Omega Pharma","24358","VMM UK - 90 Min Mobile VPAID JS","August 2017","58,812","1,058.62","15"
"Merial","24749","VMM UK - Minute Media Audience Extension","August 2017","14,978","299.56","2"
"Omega Pharma","24749","VMM UK - Minute Media Audience Extension","August 2017","64","1.15","0"
"Birds Eye","24749","VMM UK - Minute Media Audience Extension","August 2017","2,566","46.19","2"
"Merial","25431","VMM UK - Gaming Apps - Third Presence","August 2017","37,469","749.38","1,977"
"Omega Pharma","25431","VMM UK - Gaming Apps - Third Presence","August 2017","2,913","52.43","90"
"Birds Eye","25431","VMM UK - Gaming Apps - Third Presence","August 2017","42,021","756.38","2,406"
"Merial","26163","VMM UK - Spotify Mobile","August 2017","68","1.36","2"
"Mercedes UK","26163","VMM UK - Spotify Mobile","August 2017","518","12.91","6"
"Aviva","26163","VMM UK - Spotify Mobile","August 2017","39","0.70","0"
"Omega Pharma","26163","VMM UK - Spotify Mobile","August 2017","3","0.05","0"
"Birds Eye","26163","VMM UK - Spotify Mobile","August 2017","23","0.41","0"
"Aviva","26458","AOD UK - Zenith - Teads - Aviva - Adults 25-54_Jan-17","August 2017","74,945","1,798.68","240"
"Mercedes UK","29773","VMM UK - Bloomberg Mid-Roll 4","August 2017","11,627","290.67","10"
"RBS","29898","VMM UK - Pretty 52 Mobile Fixed Price","August 2017","113","2.71","0"
"Merial","29898","VMM UK - Pretty 52 Mobile Fixed Price","August 2017","23","0.46","0"
"RBS","30020","VMM UK - Sportbible Mobile Fixed Price","August 2017","37","0.89","0"
"Birds Eye","30020","VMM UK - Sportbible Mobile Fixed Price","August 2017","1","0.02","0"
"Merial","30183","VMM UK - Tremor - Warner Bros","August 2017","1","0.02","1"
"Aviva","30322","Vivaki UK - C4 FF - Advertiser 20"" -  Aviva_UKDI Car_Mar 17","August 2017","691,138","17,852.09","728"
"Aviva","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","August 2017","189","3.40","3"
"Omega Pharma","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","August 2017","15","0.27","0"
"Omega Pharma","30681","BT Video Private Auction","August 2017","27","0.49","0"
"Merial","30842","VMM UK - View TV - Only Motors 1","August 2017","1","0.02","0"
"Omega Pharma","30842","VMM UK - View TV - Only Motors 1","August 2017","2","0.04","0"
"Merial","31143","VMM UK - Conde Nast - Desktop","August 2017","7","0.14","0"
"Mercedes UK","31143","VMM UK - Conde Nast - Desktop","August 2017","272","6.80","2"
"Aviva","31143","VMM UK - Conde Nast - Desktop","August 2017","14","0.25","0"
"Omega Pharma","31143","VMM UK - Conde Nast - Desktop","August 2017","3","0.05","1"
"Merial","31144","VMM UK - View TV - DAI Linear 2","August 2017","4","0.08","0"
"Mercedes UK","31144","VMM UK - View TV - DAI Linear 2","August 2017","5,896","147.40","4"
"Aviva","31144","VMM UK - View TV - DAI Linear 2","August 2017","8","0.14","0"
"SCA","31144","VMM UK - View TV - DAI Linear 2","August 2017","1,640","30.46","1"
"Merial","31145","VMM UK - View TV - DAI Linear 3","August 2017","3","0.06","0"
"Mercedes UK","31145","VMM UK - View TV - DAI Linear 3","August 2017","692","17.30","1"
"SCA","31145","VMM UK - View TV - DAI Linear 3","August 2017","1,659","31.38","0"
"Mercedes UK","31428","VMM UK - Conde Nast - Mobile","August 2017","1,016","25.40","47"
"Mercedes UK","31549","VMM UK - Sports New Media - VPAID JS","August 2017","40","1.00","0"
"SCA","31549","VMM UK - Sports New Media - VPAID JS","August 2017","2","0.04","0"
"Mercedes UK","31550","VMM UK - Sports New Media - Mobile - VPAID JS","August 2017","14,367","359.17","805"
"Birds Eye","31550","VMM UK - Sports New Media - Mobile - VPAID JS","August 2017","526","9.47","20"
"RBS","31714","VMM UK - Ladbible Mobile Fixed Price VAST","August 2017","8,957","214.97","0"
"Merial","31714","VMM UK - Ladbible Mobile Fixed Price VAST","August 2017","187","3.74","0"
"Birds Eye","31714","VMM UK - Ladbible Mobile Fixed Price VAST","August 2017","23","0.41","0"
"Mercedes UK","31722","VMM UK - Time Inc. Syndicated - VPAID JS","August 2017","3,065","76.62","1"
"SCA","31722","VMM UK - Time Inc. Syndicated - VPAID JS","August 2017","897","16.16","0"
"SCA","31922","AOD - Channel 4 - Advertiser 20"" - SCA TENA PADS - 2017 April Sep","August 2017","469,559","17,444.12","1,182"
"Omega Pharma","31986","AOD UK - Zenith - Teads PMP - XLS - 40s","August 2017","27,441","542.10","51"
"Mercedes UK","32019","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes Smart May 2017","August 2017","476,974","14,808.23","1,630"
"Birds Eye","32021","Vivaki UK - C4 FF - Birds Eye 20"" - Poultry - May - Aug 2017","August 2017","455,898","11,775.85","716"
"Merial","32344","VMX UK - Digiteka - Female PMP","August 2017","401","8.02","0"
"Aviva","32344","VMX UK - Digiteka - Female PMP","August 2017","126","2.27","0"
"Omega Pharma","32344","VMX UK - Digiteka - Female PMP","August 2017","77","1.39","0"
"Mercedes UK","32491","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 1","August 2017","253,248","10,064.03","653"
"Mercedes UK","32492","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 2","August 2017","253,245","10,063.97","595"
"Mercedes UK","32493","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 3","August 2017","253,121","10,059.04","509"
"Merial","32950","VMM UK - The Telegraph PC - VPAID JS","August 2017","13","0.26","1"
"Mercedes UK","32950","VMM UK - The Telegraph PC - VPAID JS","August 2017","63","1.45","0"
"Aviva","32950","VMM UK - The Telegraph PC - VPAID JS","August 2017","12","0.22","0"
"Omega Pharma","32950","VMM UK - The Telegraph PC - VPAID JS","August 2017","5","0.09","0"
"SCA","32950","VMM UK - The Telegraph PC - VPAID JS","August 2017","133","2.75","6"
"Birds Eye","32950","VMM UK - The Telegraph PC - VPAID JS","August 2017","14","0.25","0"
"Birds Eye","34049","Vivaki UK - C4 FF - Birds Eye 20"" - Fish Fingers - May-Aug 2017","August 2017","456,011","11,778.76","817"
"Carpetright","35818","Vivaki UK - C4 FF - Advertiser 30"" -  Carpetright 2017 - July","August 2017","305,843","13,120.68","1,395"
"Omega Pharma","35831","Vivaki UK - C4 FF - Advertiser 20"" -  Tiger Balm July 2017","August 2017","228,757","5,908.74","335"
"Mercedes UK","35869","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes - AUC - July 2017 ABC1","August 2017","630,982","20,128.33","2,107"
"Merial","35991","AOD - Channel 4 - Advertiser 30"" -  Merial Frontline - 2017 July Sep","August 2017","572,795","17,407.24","1,578"
"Molson Coors","36527","Vivaki UK - C4 FF - Molson Coors 30"" - Coors Light - August 2017","August 2017","1,420,134","51,778.10","9,157"
"SCA","36593","Vivaki UK - C4 FF - SCA - Plenty - Jul-Aug 2017 - 30""","August 2017","628,671","19,105.31","2,275"
"Mercedes UK","36657","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes  C-Class - August 2017","August 2017","1,079,850","34,447.23","3,535"
"Mercedes UK","36658","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes A-Class August 2017","August 2017","1,112,914","35,501.97","4,913"
"SCA","37059","AOD - Channel 4 - Advertiser 30"" -  SCA Bodyform - 2017 August September","August 2017","634,684","23,483.30","1,037"
"Merial","37264","VMM UK - CBSi","August 2017","410","8.20","1"
"Aviva","37264","VMM UK - CBSi","August 2017","83","1.49","0"
"Omega Pharma","37264","VMM UK - CBSi","August 2017","6","0.11","0"
"Birds Eye","37264","VMM UK - CBSi","August 2017","150","2.70","3"
"SCA","37279","Vivaki UK - C4 FF - SCA - Plenty - Aug 2017 - 20""","August 2017","282,484","9,321.97","914"
"John Frieda","37318","Vivaki UK - C4 FF - John Frieda 20"" -  2017 John Frieda Frizz Ease Aug-Sep","August 2017","211,240","6,001.33","154"
