"Advertiser","Placement ID","Placement Name","Date","Impressions","Spend","Clicks"
"RBS","11241","VMX UK - Venatus Mobile App EA Games","June 2017","420,314","7,565.65","3,108"
"Aviva","11241","VMX UK - Venatus Mobile App EA Games","June 2017","258,303","5,166.06","1,844"
"Omega Pharma","11241","VMX UK - Venatus Mobile App EA Games","June 2017","308,815","5,558.67","1,904"
"Omega Pharma","11255","VMM UK - Discoverychannel.com RON Mobile Web","June 2017","113","2.03","25"
"Molson Coors","11363","AOD UK - Perform RON Eplayer VAST","June 2017","73,564","1,471.28","20"
"Aviva","11363","AOD UK - Perform RON Eplayer VAST","June 2017","17","0.34","0"
"Omega Pharma","11363","AOD UK - Perform RON Eplayer VAST","June 2017","125,152","2,252.74","42"
"Birds Eye","11363","AOD UK - Perform RON Eplayer VAST","June 2017","589,971","10,619.48","177"
"RBS","11687","VMM UK - Wishbone PMP","June 2017","436","7.85","1"
"Omega Pharma","11687","VMM UK - Wishbone PMP","June 2017","1,920","34.56","16"
"Birds Eye","11687","VMM UK - Wishbone PMP","June 2017","1,637","29.47","1"
"Omega Pharma","11756","VMM UK - Snack Media NFL","June 2017","6,278","113.00","128"
"Birds Eye","11756","VMM UK - Snack Media NFL","June 2017","11,094","199.69","172"
"Aviva","12477","VMM UK - SGN GTD","June 2017","2","0.04","0"
"Omega Pharma","12477","VMM UK - SGN GTD","June 2017","10","0.18","0"
"Birds Eye","12477","VMM UK - SGN GTD","June 2017","9","0.16","1"
"Omega Pharma","12797","VMM UK - Snack Media Football Fancast - Mobile Web","June 2017","79","1.42","14"
"Birds Eye","12797","VMM UK - Snack Media Football Fancast - Mobile Web","June 2017","104","1.87","13"
"RBS","12900","VMM UK - Bloomberg Mobile","June 2017","8","0.14","0"
"Aviva","12900","VMM UK - Bloomberg Mobile","June 2017","74","1.48","1"
"Omega Pharma","12900","VMM UK - Bloomberg Mobile","June 2017","1","0.02","0"
"Aviva","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","June 2017","237","4.74","1"
"Omega Pharma","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","June 2017","19,185","345.33","173"
"SCA","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","June 2017","5,857","105.43","47"
"Birds Eye","12919","VMX UK - Venatus Tier 1 RON VPAID 2.0","June 2017","16,087","289.57","151"
"Aviva","13767","VMM UK - Planet Knowledge GTD  - Tag 2","June 2017","4","0.08","0"
"Omega Pharma","13767","VMM UK - Planet Knowledge GTD  - Tag 2","June 2017","11","0.20","0"
"Aviva","14235","VMM UK - Global Radio VPAID 2.0","June 2017","3,602","72.04","215"
"Omega Pharma","14235","VMM UK - Global Radio VPAID 2.0","June 2017","18,537","333.67","780"
"Birds Eye","14235","VMM UK - Global Radio VPAID 2.0","June 2017","31,188","561.38","642"
"Aviva","14360","VMM UK - Spotify Desktop App_RTB","June 2017","10,971","219.42","33"
"Omega Pharma","14360","VMM UK - Spotify Desktop App_RTB","June 2017","29,243","526.37","101"
"Birds Eye","14360","VMM UK - Spotify Desktop App_RTB","June 2017","94,107","1,693.93","221"
"RBS","15515","Vivaki UK - RBS Deal ID - LoopMe Pre-roll (PR-23-20160315)","June 2017","2,857","51.43","28"
"RBS","15516","Vivaki UK - RBS Deal ID - LoopMe Native (13-20160315)","June 2017","1,943","34.97","5"
"RBS","16482","VMM UK - Vintage TV Mobile App","June 2017","1","0.02","0"
"Aviva","16482","VMM UK - Vintage TV Mobile App","June 2017","1","0.02","0"
"Omega Pharma","16482","VMM UK - Vintage TV Mobile App","June 2017","6","0.11","0"
"RBS","17345","VMM UK - Squawka Mobile Web","June 2017","6","0.11","2"
"Birds Eye","22132","VMM UK - Spot Xchange - ESI","June 2017","57","1.03","2"
"RBS","22628","VMM UK - Snack Media NFL - Mobile Web","June 2017","50","0.90","2"
"Birds Eye","22628","VMM UK - Snack Media NFL - Mobile Web","June 2017","10,131","182.36","160"
"RBS","22999","VMM UK - EA Apps - Third Presence","June 2017","9,047","162.85","282"
"Omega Pharma","22999","VMM UK - EA Apps - Third Presence","June 2017","29,892","538.06","1,712"
"SCA","22999","VMM UK - EA Apps - Third Presence","June 2017","154,151","2,774.72","8,623"
"Birds Eye","22999","VMM UK - EA Apps - Third Presence","June 2017","98,382","1,770.88","4,632"
"RBS","23000","AOD UK - Zenith - Teads Deal ID - Natwest Q4 2016","June 2017","168,308","4,207.70","728"
"RBS","23008","AOD UK - Zenith - Teads Deal ID - RBS Q4 2016","June 2017","764","19.10","4"
"RBS","24749","VMM UK - Minute Media Audience Extension","June 2017","88","1.58","0"
"Birds Eye","24749","VMM UK - Minute Media Audience Extension","June 2017","861","15.50","0"
"RBS","25431","VMM UK - Gaming Apps - Third Presence","June 2017","20,885","375.93","662"
"Aviva","25431","VMM UK - Gaming Apps - Third Presence","June 2017","506","10.12","11"
"Omega Pharma","25431","VMM UK - Gaming Apps - Third Presence","June 2017","36,690","660.42","1,158"
"Birds Eye","25431","VMM UK - Gaming Apps - Third Presence","June 2017","120,721","2,172.98","2,635"
"RBS","25614","Vivaki UK - NatWest Deal ID - LoopMe-VO-NatWest-PR-23-20160315-00000","June 2017","103,097","2,574.30","50"
"RBS","25616","Vivaki UK - NatWest Deal ID - LoopMe-VO-NatWest-Native-13-20161129-00000","June 2017","35,899","892.32","17"
"RBS","26163","VMM UK - Spotify Mobile","June 2017","590","10.62","6"
"Aviva","26163","VMM UK - Spotify Mobile","June 2017","283","5.66","1"
"Omega Pharma","26163","VMM UK - Spotify Mobile","June 2017","208","3.74","6"
"Birds Eye","26163","VMM UK - Spotify Mobile","June 2017","70","1.26","2"
"Aviva","26458","AOD UK - Zenith - Teads - Aviva - Adults 25-54_Jan-17","June 2017","77,384","1,934.60","292"
"Birds Eye","29771","VMM UK - Bloomberg Mid-Roll 2","June 2017","17,917","322.51","11"
"Birds Eye","29772","VMM UK - Bloomberg Mid-Roll 3","June 2017","8,977","161.59","4"
"RBS","29898","VMM UK - Pretty 52 Mobile Fixed Price","June 2017","15","0.32","2"
"RBS","30020","VMM UK - Sportbible Mobile Fixed Price","June 2017","86","1.81","9"
"Birds Eye","30020","VMM UK - Sportbible Mobile Fixed Price","June 2017","27","0.49","0"
"RBS","30160","Vivaki UK - Aviva Deal ID - LoopMe Pre-Roll 30""_Ads 25-54 - Biddable","June 2017","198","3.56","3"
"Aviva","30160","Vivaki UK - Aviva Deal ID - LoopMe Pre-Roll 30""_Ads 25-54 - Biddable","June 2017","77,451","1,936.27","1,204"
"Molson Coors","30183","VMM UK - Tremor - Warner Bros","June 2017","13,907","323.31","1,321"
"Molson Coors","30292","Vivaki UK - C4 FF - Molson Coors 30"" - Coors Light - March June 2017","June 2017","626,633","26,212.06","4,409"
"Aviva","30322","Vivaki UK - C4 FF - Advertiser 20"" -  Aviva_UKDI Car_Mar 17","June 2017","366,432","8,992.24","516"
"Molson Coors","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","June 2017","9","0.32","0"
"Omega Pharma","30655","MailOnline_Zenith_MolsonCoors_PreRoll_Sports/18-34 Men_£18.00 Desktop","June 2017","4","0.07","0"
"Omega Pharma","30681","BT Video Private Auction","June 2017","546","9.83","23"
"Molson Coors","30828","BT Sport_video_PD_ Molson Coors_Zenith","June 2017","109","4.07","10"
"Molson Coors","30830","VMM UK - Ladbible Zenith PMP","June 2017","7,105","284.20","1,662"
"Omega Pharma","30842","VMM UK - View TV - Only Motors 1","June 2017","2","0.04","0"
"Aviva","30843","VMM UK - View TV - Only Motors 2","June 2017","1","0.02","1"
"Omega Pharma","30843","VMM UK - View TV - Only Motors 2","June 2017","2","0.04","1"
"SCA","30843","VMM UK - View TV - Only Motors 2","June 2017","4","0.07","0"
"Aviva","30844","VMM UK - View TV - Only Motors 3","June 2017","1","0.02","0"
"Omega Pharma","30844","VMM UK - View TV - Only Motors 3","June 2017","2","0.04","0"
"SCA","30844","VMM UK - View TV - Only Motors 3","June 2017","3","0.05","0"
"Molson Coors","31143","VMM UK - Conde Nast - Desktop","June 2017","14,949","597.96","62"
"Omega Pharma","31143","VMM UK - Conde Nast - Desktop","June 2017","69,189","1,245.40","313"
"Aviva","31144","VMM UK - View TV - DAI Linear 2","June 2017","11","0.22","0"
"Omega Pharma","31144","VMM UK - View TV - DAI Linear 2","June 2017","21","0.38","0"
"SCA","31144","VMM UK - View TV - DAI Linear 2","June 2017","105","1.89","0"
"Aviva","31145","VMM UK - View TV - DAI Linear 3","June 2017","12","0.24","0"
"Omega Pharma","31145","VMM UK - View TV - DAI Linear 3","June 2017","29","0.52","0"
"SCA","31145","VMM UK - View TV - DAI Linear 3","June 2017","100","1.80","0"
"RBS","31146","VMM UK - Snack Media NFL - Mobile App","June 2017","473","8.51","11"
"Birds Eye","31146","VMM UK - Snack Media NFL - Mobile App","June 2017","150","2.70","3"
"Molson Coors","31428","VMM UK - Conde Nast - Mobile","June 2017","6,177","247.08","245"
"RBS","31550","VMM UK - Sports New Media - Mobile - VPAID JS","June 2017","132","2.38","29"
"Omega Pharma","31550","VMM UK - Sports New Media - Mobile - VPAID JS","June 2017","1","0.02","0"
"SCA","31722","VMM UK - Time Inc. Syndicated - VPAID JS","June 2017","1,152","20.74","2"
"SCA","31922","AOD - Channel 4 - Advertiser 20"" - SCA TENA PADS - 2017 April Sep","June 2017","275,214","10,224.20","628"
"Omega Pharma","31986","AOD UK - Zenith - Teads PMP - XLS - 40s","June 2017","78,654","1,460.60","191"
"Omega Pharma","32014","AOD - Broadcaster Match Buy - Channel 4 - Omega Pharma - XLS  30"" - May - Aug","June 2017","130,548","3,967.35","295"
"Mercedes UK","32019","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes Smart May 2017","June 2017","778,500","23,658.61","1,485"
"Birds Eye","32021","Vivaki UK - C4 FF - Birds Eye 20"" - Poultry - May - Aug 2017","June 2017","781,241","20,179.46","1,089"
"Omega Pharma","32022","Vivaki UK - C4 FF - Omega Prevalin - 30  - May - Aug 2017","June 2017","39,356","1,196.03","136"
"Mercedes UK","32114","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes - AUC May-July 2017 ABC1","June 2017","502,061","15,257.63","1,130"
"Mercedes UK","32120","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes  C-Class - May 2017","June 2017","717,324","21,799.48","1,505"
"Mercedes UK","32148","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes GLA May 2017 - ABC1","June 2017","597,421","20,503.49","1,987"
"Mercedes UK","32149","Vivaki UK - C4 FF - Advertiser 30"" -  Mercedes E-Class May 2017","June 2017","596,773","20,481.25","1,961"
"Molson Coors","32202","AOD - Channel 4 - Advertiser 30"" -  Molson - Rekorderlig - 2017 May July","June 2017","402,763","17,278.53","835"
"Molson Coors","32344","VMX UK - Digiteka - Female PMP","June 2017","14,134","257.56","59"
"Omega Pharma","32344","VMX UK - Digiteka - Female PMP","June 2017","50","0.90","0"
"Omega Pharma","32414","AOD UK - Zenith - Loopme PMP - Omega Pharma - PR - £16.50","June 2017","51,073","1,205.83","1,016"
"RBS","32415","AOD UK - Zenith - Loopme PMP - Omega Pharma- IF - £12","June 2017","370","6.66","2"
"Mercedes UK","32491","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 1","June 2017","323,693","12,863.56","425"
"Mercedes UK","32492","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 2","June 2017","14","0.56","0"
"Mercedes UK","32493","Vivaki UK - C4 FF - Mercedes 20"" - Vans May Copy 3","June 2017","161,892","6,433.59","219"
"Aviva","32812","VMM UK - Global Radio UKRP VPAID 2.0","June 2017","441","8.82","13"
"Omega Pharma","32812","VMM UK - Global Radio UKRP VPAID 2.0","June 2017","12,449","224.08","279"
"Birds Eye","32812","VMM UK - Global Radio UKRP VPAID 2.0","June 2017","83","1.49","3"
"Omega Pharma","32944","Vivaki UK - C4 FF - Omega Nytol - 30  - May - Aug 2017","June 2017","52,392","1,592.19","119"
"Aviva","32950","VMM UK - The Telegraph PC - VPAID JS","June 2017","302","6.04","26"
"Omega Pharma","32950","VMM UK - The Telegraph PC - VPAID JS","June 2017","7,239","130.30","491"
"SCA","32950","VMM UK - The Telegraph PC - VPAID JS","June 2017","2,483","44.69","162"
"Birds Eye","32950","VMM UK - The Telegraph PC - VPAID JS","June 2017","3,446","62.03","165"
"Birds Eye","33257","Vivaki UK - C4 FF - Birds Eye 20"" - Inspirations - May - Aug 17","June 2017","911,740","23,550.24","1,593"
"Omega Pharma","33428","Vivaki UK - C4 FF - May - Omega Niquitin - 30""","June 2017","470,502","14,298.56","782"
"RBS","33433","Vivaki UK - C4 FF - Advertiser 60"" - Natwest - Brand May/July 2017","June 2017","30,827","1,873.67","91"
"RBS","33434","Vivaki UK - C4 FF - Advertiser 30"" -  Natwest - Brand May/July 2017","June 2017","1,066,989","40,961.71","1,824"
"E One","33626","Vivaki UK - C4 FF - eOne_Jackie_DVD","June 2017","172,294","4,450.35","413"
"Omega Pharma","33744","Vivaki UK - C4 FF - June_Aug - Omega Beconase - 30""","June 2017","432,944","13,157.17","749"
"John Frieda","33959","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda SB June Demo 1634","June 2017","250,146","9,122.82","345"
"John Frieda","33960","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda SB June Genre Targeting","June 2017","281,314","7,266.34","464"
"John Frieda","33961","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda SB June Interest Beautiful People","June 2017","125,328","4,570.71","129"
"John Frieda","33962","Vivaki UK - C4 FF - John Frieda 20"" -  John Frieda SB June Interest Fashionistas","June 2017","125,226","4,566.99","155"
"Birds Eye","34049","Vivaki UK - C4 FF - Birds Eye 20"" - Fish Fingers - May-Aug 2017","June 2017","423,102","10,928.72","1,129"
"Omega Pharma","34838","VMM UK - Global Radio VAST PC","June 2017","14","0.25","0"
"Birds Eye","34838","VMM UK - Global Radio VAST PC","June 2017","1","0.02","0"
