Date,Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Line Item,Line Item ID,Line Item Status,Line Item Integration Code,TrueView Ad Group ID,TrueView Ad Group,Advertiser Currency,Impressions,TrueView: Views,Clicks,Revenue (Adv Currency),Click Rate (CTR),First-Quartile Views (Video),Midpoint Views (Video),Third-Quartile Views (Video),Complete Views (Video)
2017/04/04,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze,778980611.0,Paused,,43622231667.0,Female 18 - 34 & keywords,GBP,1735.0,675.0,5.0,23.162277,0.288%,1214.0,901.0,767.0,684.0
2017/04/04,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535807.0,Female 18 - 34 & Interest,GBP,152718.0,28115.0,269.0,1440.0641369999998,0.176%,78193.0,47954.0,36295.0,28197.0
2017/04/04,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535967.0,Female 18 - 34 & keywords,GBP,12306.0,2174.0,12.0,112.256795,0.098%,6128.0,3761.0,2886.0,2192.0
2017/04/04,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_Paintball category,778980608.0,Paused,,43622231467.0,Female 18 - 34 &Category,GBP,4.0,0.0,0.0,0.0,0.000%,2.0,0.0,0.0,0.0
2017/04/04,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_Paintball category_created for study,796412787.0,Active,,45020536007.0,Female 18 - 34 &Category,GBP,5.0,0.0,0.0,0.0,0.000%,5.0,3.0,1.0,0.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840777.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,11378.0,3260.0,19.0,164.141191,0.167%,3279.0,2554.0,1971.0,1204.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840817.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,7163.0,2266.0,6.0,128.699392,0.084%,2297.0,1774.0,1196.0,568.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840857.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,100994.0,24757.0,239.0,1359.135776,0.237%,25023.0,18803.0,13524.0,7521.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840537.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,11687.0,3281.0,27.0,162.401669,0.231%,3113.0,2326.0,1818.0,1164.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840577.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,7028.0,2102.0,6.0,119.09321899999999,0.085%,1986.0,1409.0,1053.0,490.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840617.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,107156.0,25070.0,234.0,1371.1007220000001,0.218%,23525.0,16748.0,12372.0,7184.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841017.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,14063.0,3609.0,28.0,180.025425,0.199%,3615.0,2847.0,2427.0,1469.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841057.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,8272.0,1984.0,12.0,111.511817,0.145%,1987.0,1493.0,1219.0,549.0
2017/04/04,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841097.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,122111.0,25210.0,202.0,1361.265026,0.165%,25209.0,18728.0,15423.0,8594.0
2017/04/05,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535807.0,Female 18 - 34 & Interest,GBP,110111.0,33266.0,159.0,1377.985216,0.144%,68519.0,48149.0,39750.0,33592.0
2017/04/05,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535967.0,Female 18 - 34 & keywords,GBP,9022.0,2748.0,6.0,118.26920700000001,0.067%,5555.0,3934.0,3285.0,2791.0
2017/04/05,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_Paintball category_created for study,796412787.0,Active,,45020536007.0,Female 18 - 34 &Category,GBP,9.0,0.0,0.0,0.0,0.000%,4.0,2.0,1.0,0.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840777.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,19640.0,6067.0,30.0,272.372911,0.153%,6161.0,4868.0,3863.0,2729.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840817.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,4508.0,1348.0,5.0,62.76924,0.111%,1375.0,1085.0,812.0,484.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840857.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,106759.0,27401.0,144.0,1266.112048,0.135%,27771.0,21235.0,16058.0,9735.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840537.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,18813.0,6661.0,31.0,290.916182,0.165%,6442.0,4931.0,4024.0,2938.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840577.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,5976.0,2125.0,5.0,99.10038399999999,0.084%,2038.0,1509.0,1175.0,715.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840617.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,92025.0,27217.0,154.0,1208.802295,0.167%,25936.0,19322.0,15003.0,9925.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841017.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,21946.0,6817.0,41.0,294.262098,0.187%,6877.0,5474.0,4719.0,3224.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841057.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,6498.0,1815.0,8.0,84.886678,0.123%,1804.0,1360.0,1110.0,629.0
2017/04/05,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841097.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,110139.0,26898.0,193.0,1219.9123769999999,0.175%,26913.0,20570.0,17302.0,10671.0
2017/04/06,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535807.0,Female 18 - 34 & Interest,GBP,113468.0,38304.0,192.0,1457.451016,0.169%,74814.0,54065.0,44930.0,38660.0
2017/04/06,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535967.0,Female 18 - 34 & keywords,GBP,3432.0,986.0,3.0,38.291819,0.087%,2121.0,1510.0,1261.0,1004.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840777.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,6801.0,1959.0,12.0,68.559252,0.176%,1988.0,1542.0,1224.0,839.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840817.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,8657.0,2212.0,20.0,82.43405600000001,0.231%,2249.0,1692.0,1163.0,648.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840857.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,165653.0,39857.0,234.0,1425.9437560000001,0.141%,40298.0,31790.0,22582.0,10542.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840537.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,22278.0,6374.0,33.0,202.547745,0.148%,6067.0,4616.0,3693.0,2233.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840577.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,17276.0,4305.0,19.0,145.983809,0.110%,4071.0,2760.0,1974.0,1013.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840617.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,164548.0,37001.0,217.0,1253.6107960000002,0.132%,34567.0,24435.0,18018.0,8796.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841017.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,46930.0,12300.0,87.0,439.24008200000003,0.185%,12320.0,9629.0,8128.0,4998.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841057.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,19505.0,3473.0,13.0,121.57816299999999,0.067%,3484.0,2517.0,1947.0,757.0
2017/04/06,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841097.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,143418.0,28208.0,192.0,1037.635213,0.134%,28199.0,21414.0,17720.0,8628.0
2017/04/07,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535807.0,Female 18 - 34 & Interest,GBP,112368.0,36646.0,234.0,1480.066423,0.208%,72305.0,51673.0,43009.0,36880.0
2017/04/07,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535967.0,Female 18 - 34 & keywords,GBP,2354.0,598.0,1.0,25.65979,0.042%,1405.0,962.0,781.0,609.0
2017/04/07,O-R19T_2017_SCA_TENA MEN_4 in 1_March April_TrueView,3077774.0,Active,O-R19T,SCA_AV_TENA MEN - 60 secs,773050940.0,Active,,44134403889.0,"Copy of Copy of Male 45+ & Interest in Sports, HealthFitness, Health Insurance and Beauty product",GBP,249103.0,46040.0,310.0,1753.206641,0.124%,67679.0,44088.0,36867.0,30526.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840777.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,16718.0,4477.0,32.0,140.638262,0.191%,4538.0,3564.0,2776.0,1720.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840817.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,8168.0,1922.0,10.0,62.38463,0.122%,1943.0,1472.0,1010.0,480.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840857.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,228134.0,50107.0,276.0,1408.723154,0.121%,50748.0,39396.0,27056.0,10971.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840537.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,33904.0,8251.0,66.0,260.185969,0.195%,7811.0,5856.0,4529.0,2716.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840577.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,25100.0,5075.0,34.0,149.751009,0.135%,4697.0,3244.0,2316.0,934.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840617.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,210841.0,39160.0,312.0,1195.7601029999998,0.148%,36160.0,25214.0,18227.0,7657.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841017.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,49487.0,10660.0,98.0,438.566769,0.198%,10671.0,8269.0,7004.0,4524.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841057.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,13008.0,1926.0,12.0,80.62451,0.092%,1918.0,1483.0,1204.0,458.0
2017/04/07,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841097.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,143496.0,24519.0,155.0,1084.592285,0.108%,24519.0,18609.0,15535.0,7722.0
2017/04/08,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535807.0,Female 18 - 34 & Interest,GBP,105314.0,37806.0,214.0,1462.619902,0.203%,70734.0,51836.0,43676.0,38029.0
2017/04/08,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535967.0,Female 18 - 34 & keywords,GBP,2297.0,724.0,1.0,30.759705,0.044%,1524.0,1120.0,920.0,739.0
2017/04/08,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_Paintball category_created for study,796412787.0,Active,,45020536007.0,Female 18 - 34 &Category,GBP,2.0,0.0,0.0,0.0,0.000%,0.0,0.0,0.0,0.0
2017/04/08,O-R19T_2017_SCA_TENA MEN_4 in 1_March April_TrueView,3077774.0,Active,O-R19T,SCA_AV_TENA MEN - 60 secs,773050940.0,Active,,44134403889.0,"Copy of Copy of Male 45+ & Interest in Sports, HealthFitness, Health Insurance and Beauty product",GBP,259185.0,47583.0,306.0,1759.6683050000001,0.118%,70180.0,45681.0,38055.0,32005.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840777.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,25833.0,6109.0,46.0,188.138827,0.178%,6175.0,4748.0,3695.0,2449.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840817.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,9942.0,2072.0,12.0,61.648481999999994,0.121%,2094.0,1588.0,1151.0,578.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840857.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,249923.0,46878.0,320.0,1347.261167,0.128%,47336.0,36338.0,25492.0,10967.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840537.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,39378.0,8740.0,81.0,299.584291,0.206%,8229.0,6080.0,4706.0,3069.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840577.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,26058.0,4643.0,38.0,142.77628,0.146%,4334.0,3093.0,2241.0,934.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Penny_new,796110680.0,Active,,39539840617.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,204291.0,33842.0,317.0,1150.9096359999999,0.155%,31181.0,21779.0,15904.0,7500.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841017.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,43887.0,10428.0,96.0,429.681753,0.219%,10397.0,8008.0,6775.0,4634.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841057.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,11697.0,1972.0,17.0,80.457708,0.145%,1957.0,1501.0,1239.0,495.0
2017/04/08,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Janine_new,796110686.0,Active,,39539841097.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,128686.0,23209.0,182.0,1007.6975189999999,0.141%,23092.0,17641.0,14745.0,7764.0
2017/04/09,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535807.0,Female 18 - 34 & Interest,GBP,119915.0,41627.0,210.0,1466.829679,0.175%,79498.0,57726.0,48395.0,41912.0
2017/04/09,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_created for study,796412784.0,Active,,45020535967.0,Female 18 - 34 & keywords,GBP,2917.0,742.0,1.0,27.508136999999998,0.034%,1734.0,1243.0,995.0,752.0
2017/04/09,O-R57M_2017_SCA_Bodyform_Trapeze_TrueView_Mar Apr,3092119.0,Paused,O-R57M,SCA_Bodyform_Trapeze_Paintball category_created for study,796412787.0,Active,,45020536007.0,Female 18 - 34 &Category,GBP,1.0,0.0,0.0,0.0,0.000%,0.0,0.0,0.0,0.0
2017/04/09,O-R19T_2017_SCA_TENA MEN_4 in 1_March April_TrueView,3077774.0,Active,O-R19T,SCA_AV_TENA MEN - 60 secs,773050940.0,Active,,44134403889.0,"Copy of Copy of Male 45+ & Interest in Sports, HealthFitness, Health Insurance and Beauty product",GBP,263402.0,45294.0,291.0,1686.0534149999999,0.110%,67172.0,43396.0,36067.0,30462.0
2017/04/09,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840777.0,ChallengeBodyform - Trapeze retargeting & Female 18 - 34,GBP,26679.0,6101.0,53.0,184.870651,0.199%,6188.0,4748.0,3746.0,2531.0
2017/04/09,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840817.0,ChallengeBodyform - Female 18 - 34 & keywords,GBP,10752.0,2147.0,15.0,64.000268,0.140%,2169.0,1656.0,1189.0,573.0
2017/04/09,O-R8HQ_2017_SCA_Bodyform_Challenge Test_TrueView_Mar Apr,3116329.0,Paused,O-R8HQ,SCA_Bodyform_Challenge - meet Chloe_new,796110683.0,Active,,39539840857.0,ChallengeBodyform - Female 18 - 34 & Interest,GBP,261621.0,46814.0,329.0,1349.3247310000002,0.126%,47259.0,36032.0,25244.0,11183.0
